Sample File,C:\Users\VanceLab\Desktop\VL_CU_SMPS_APS_CADR_20220718\VL_CU_APS_CADR_Background_07182022.A21
Sample Time,155
Density,1
Stokes Correction,off
Lower Channel Bound,0.486968
Upper Channel Bound,20.5353
Sample #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0.835,8.5226e-007,3.19597e-007,2.13065e-007,2.13065e-007,1.06532e-007,0.00693846,0.0072147,0.00658807,0.00639749,0.00602217,0.0059052,0.00572154,0.00536433,0.00515692,0.00506285,0.00480909,0.00475998,0.00452944,0.00446744,0.00430839,0.00408648,0.00392455,0.00370541,0.00363521,0.00342363
0.898,1.0576e-006,2.644e-007,5.28801e-007,1.322e-007,2.644e-007,0.00581945,0.00596884,0.00550402,0.00532106,0.00503484,0.00490978,0.00477705,0.00450181,0.00428897,0.0041844,0.0040173,0.0039278,0.00367067,0.00358844,0.00350317,0.00331003,0.0031966,0.00304457,0.00294436,0.00279471
0.965,1.31242e-006,0,0,1.64052e-007,3.28104e-007,0.0048525,0.00498062,0.00458066,0.00454785,0.00427897,0.00412378,0.0039635,0.00372726,0.00359569,0.00346347,0.00335798,0.00327596,0.00305777,0.00294785,0.00288797,0.00271359,0.00263599,0.00248145,0.00242239,0.00229788
1.037,6.10735e-007,2.03578e-007,2.03578e-007,2.03578e-007,0,0.00415605,0.00427902,0.00387654,0.00388794,0.00365993,0.00351906,0.00341645,0.00318254,0.00307241,0.00294659,0.00275523,0.00274179,0.00257852,0.00251318,0.00244416,0.00230186,0.00217279,0.00208505,0.00198957,0.00190631
1.114,5.05256e-007,2.52628e-007,0,2.52628e-007,0,0.00369949,0.00381014,0.00338774,0.00351886,0.00323465,0.00316341,0.00302042,0.00284005,0.00276704,0.00263138,0.00251416,0.00245176,0.00228452,0.00220267,0.00218195,0.00202608,0.0019609,0.00187703,0.00178532,0.00172393
1.197,3.13496e-007,0,9.40488e-007,0,0,0.00359799,0.00355692,0.00325315,0.00335253,0.00320111,0.00300047,0.00287037,0.00276159,0.00261299,0.00253712,0.00238915,0.00230764,0.00220607,0.00212393,0.00206656,0.00197565,0.00188474,0.00175965,0.00172078,0.00163269
1.286,3.89029e-007,7.78058e-007,7.78058e-007,3.89029e-007,3.89029e-007,0.00344835,0.00345847,0.00319237,0.00327096,0.00317876,0.00298463,0.00286209,0.0026983,0.00256409,0.00242871,0.00238942,0.00226065,0.0021595,0.0020992,0.00204046,0.00189107,0.00180081,0.00175024,0.00167088,0.00160902
1.382,4.82761e-007,4.82761e-007,4.82761e-007,4.82761e-007,0,0.00360864,0.00360381,0.00326829,0.00354491,0.00322677,0.00314325,0.00301001,0.00284636,0.00271698,0.00257601,0.00249346,0.00234187,0.00234815,0.00217629,0.00209904,0.00202856,0.00194263,0.00186539,0.00174035,0.0017418
1.486,0,5.99076e-007,0,0,0,0.00394432,0.0038245,0.00348063,0.00383768,0.00355432,0.00341653,0.00332247,0.00308644,0.00297501,0.00281506,0.00275755,0.00260358,0.00248437,0.00237893,0.00229386,0.00219561,0.00213511,0.00200571,0.00193801,0.00189787
1.596,7.43416e-007,0,0,0,0,0.00429769,0.00432296,0.00386874,0.00428728,0.00398545,0.00371559,0.0036249,0.0034554,0.00332753,0.00314316,0.00311045,0.00292683,0.00285397,0.00273354,0.00258783,0.00244063,0.00234176,0.0022808,0.00217895,0.00212989
1.715,3.69013e-006,0,9.22533e-007,0,0,0.00503149,0.00501212,0.00452595,0.00512744,0.00490142,0.00462004,0.0042824,0.00417907,0.0040121,0.00386818,0.0036726,0.00341245,0.00344935,0.00327038,0.00310063,0.00301207,0.00283218,0.00286262,0.00272608,0.00266612
1.843,0,0,0,1.14481e-006,0,0.00653455,0.00633192,0.00583965,0.00638802,0.00604229,0.0056313,0.00532793,0.00523405,0.00513102,0.00468569,0.00490549,0.00432737,0.00419228,0.00409497,0.00396332,0.0038912,0.0037023,0.00361988,0.00337603,0.00345273
1.981,2.84127e-006,0,0,0,0,0.00824251,0.00797685,0.00719977,0.00806777,0.00792145,0.00750662,0.0068162,0.00667697,0.00633034,0.00616271,0.00592546,0.00566406,0.00553905,0.00529044,0.00506456,0.00499068,0.00488129,0.00460001,0.00441107,0.0043443
2.129,1.76292e-006,0,0,0,0,0.00981592,0.00975775,0.00888863,0.0100028,0.00962377,0.00897149,0.00857836,0.00831921,0.00792255,0.0079014,0.00762638,0.00712571,0.00716097,0.00680486,0.00632887,0.00612261,0.00604504,0.00590577,0.0056572,0.00553203
2.288,2.18767e-006,0,0,0,0,0.0111812,0.0115246,0.0102864,0.0112293,0.0109187,0.0102645,0.00987952,0.00974388,0.00934573,0.00898914,0.00870693,0.00835471,0.00800687,0.00779029,0.00747308,0.00728494,0.00696117,0.00682553,0.00649957,0.00619767
2.458,2.71476e-006,0,0,0,0,0.0116219,0.0115513,0.010403,0.0114943,0.0109215,0.0104138,0.00997947,0.00984101,0.0093605,0.0091759,0.00849721,0.00878769,0.00831803,0.00759048,0.00744388,0.00729728,0.00735429,0.00671632,0.00666203,0.00646928
2.642,3.36885e-006,0,0,0,0,0.0100964,0.00977641,0.00872532,0.00994485,0.00932161,0.00897799,0.0084895,0.00800439,0.0079606,0.00749232,0.00741147,0.00734746,0.00666359,0.00674781,0.00639745,0.00606056,0.0062728,0.00565967,0.00527899,0.00534637
2.839,0,0,4.18053e-006,0,0,0.00767128,0.00748734,0.00662197,0.00744135,0.00689788,0.00660106,0.00649237,0.00601579,0.00611612,0.00582767,0.00523403,0.00490377,0.00495811,0.00501246,0.0046822,0.00409692,0.0040384,0.00421398,0.00406348,0.00377084
3.051,0,0,0,0,0,0.00533304,0.00568062,0.00493358,0.00560799,0.00531229,0.00474163,0.00470013,0.00450818,0.00428511,0.00380783,0.00363664,0.00367814,0.00358476,0.00319049,0.00304523,0.00279622,0.00282215,0.0026769,0.00273915,0.00271321
3.278,0,0,0,0,6.43772e-006,0.00473816,0.00453859,0.00403645,0.00466091,0.00443559,0.00385619,0.00357293,0.0034313,0.00334761,0.00319311,0.00316736,0.00271028,0.00246565,0.00271028,0.00233689,0.00233689,0.00232402,0.00194419,0.00227895,0.00190556
3.523,0,0,0,0,0,0.00440183,0.0042101,0.00354703,0.00443379,0.00423407,0.00389055,0.0031396,0.00358697,0.00310765,0.00273217,0.00295586,0.00233273,0.0024286,0.00247653,0.00219692,0.00223687,0.0019972,0.00182944,0.00175754,0.00167765
3.786,0,0,0,0,0,0.00503611,0.00441156,0.00389605,0.00468914,0.00419346,0.0037176,0.00347968,0.00341028,0.00314261,0.00319218,0.00315253,0.00266676,0.00264693,0.00218099,0.00207194,0.00184393,0.00214134,0.00197281,0.00193315,0.00185385
4.068,0,0,0,0,0,0.00513001,0.00536375,0.00447799,0.00549907,0.00514231,0.00504389,0.00445339,0.00419504,0.00409662,0.00330929,0.00359224,0.00322317,0.00296482,0.00286641,0.00231281,0.00241123,0.00270648,0.002239,0.00222669,0.00190684
4.371,0,0,0,0,1.52662e-005,0.00723619,0.00633549,0.00563324,0.00690034,0.00708353,0.00552638,0.00520578,0.00506839,0.0045188,0.00445774,0.00418295,0.00369443,0.00445774,0.00305325,0.00325171,0.00302271,0.00282425,0.00300745,0.00273266,0.00218307
4.698,0,0,0,0,0,0.00820294,0.00786194,0.00687683,0.00949117,0.00865761,0.00719889,0.00636533,0.00659267,0.00678211,0.00503922,0.00592961,0.00503922,0.00520972,0.00486872,0.00450878,0.00401622,0.00390256,0.00359944,0.00359944,0.00327739
5.048,0,0,0,0,0,0.0116134,0.0112372,0.00905092,0.0113313,0.0100383,0.00916846,0.00930951,0.00898039,0.00778144,0.0074288,0.00712319,0.00749933,0.00641792,0.00632389,0.00637091,0.00536002,0.00573617,0.00444318,0.00402002,0.00430212
5.425,0,0,0,0,0,0.0137697,0.0132737,0.01164,0.0135363,0.0130987,0.0106482,0.01129,0.0104731,0.00956876,0.0102981,0.0086644,0.00752665,0.00776003,0.0070307,0.0063889,0.0059513,0.00665145,0.00522198,0.00615551,0.00580544
5.829,0,0,0,0,0,0.0160737,0.015241,0.0117294,0.014879,0.014155,0.0123449,0.0123811,0.0117294,0.00981073,0.011295,0.0100279,0.00908669,0.0101003,0.00810923,0.00763861,0.00756621,0.00705938,0.00684217,0.00709558,0.00687837
6.264,0,0,0,0,0,0.0158134,0.0146453,0.0127136,0.0147801,0.0145106,0.011905,0.0125788,0.0117702,0.0110963,0.0103326,0.0108268,0.00938919,0.00902979,0.00826608,0.00934426,0.00835593,0.008311,0.00714297,0.00624448,0.00597494
6.732,0,0,0,0,0,0.0165573,0.0153308,0.0141043,0.0148291,0.0122089,0.0123204,0.0113727,0.00997895,0.0114842,0.00847375,0.00936572,0.00953296,0.008418,0.00747028,0.00713579,0.00702429,0.00691279,0.00596507,0.00563058,0.00568633
7.234,0,0,0,0,0,0.0121065,0.0121065,0.0100311,0.0116915,0.00982359,0.0101695,0.00795572,0.00961605,0.00754064,0.00684884,0.00809408,0.0056036,0.00608786,0.00567278,0.00532688,0.00456589,0.00470425,0.00546524,0.00449671,0.00435835
7.774,0,0,0,0,0,0.00789805,0.00884238,0.00961501,0.00712541,0.00609523,0.00626693,0.00669617,0.00480751,0.00463581,0.0051509,0.0053226,0.00386317,0.00403487,0.00429242,0.00454996,0.00412072,0.00334808,0.00300469,0.00223206,0.00300469
8.354,0,0,0,0,0,0.00479396,0.00447436,0.00298291,0.00372864,0.0036221,0.0039417,0.00308944,0.00319597,0.00287638,0.00287638,0.00266331,0.00213065,0.00223718,0.00234371,0.00234371,0.00159799,0.00127839,0.00202412,0.00127839,0.00106532
8.977,0,0,0,0,0,0.0017186,0.0025118,0.0023796,0.0021152,0.0021152,0.0014542,0.001322,0.0018508,0.0011898,0.0011898,0.000793201,0.000925401,0.0011898,0.0010576,0.000793201,0.0011898,0.000661001,0.001322,0.0010576,0.0005288
9.647,0,0,0,0,0,0.00114836,0.00131242,0.00114836,0.00196863,0.000984313,0.000820261,0.00131242,0.00114836,0.000984313,0.00147647,0.000492156,0.000492156,0.000820261,0.000164052,0.000656208,0.000656208,0.000492156,0.000164052,0,0.000328104
10.37,0,0,0,0,0,0.000610735,0.000407157,0.00142505,0.000610735,0.00101789,0.000203578,0.000203578,0.000203578,0,0.000203578,0.000203578,0.000203578,0.000407157,0.000610735,0,0.000203578,0.000203578,0.000203578,0.000407157,0
11.14,0,0,0,0,0,0.000757885,0.000252628,0.000505256,0,0.000757885,0,0,0,0.000757885,0.000252628,0.000252628,0,0.000505256,0,0,0.000505256,0.000505256,0,0.000252628,0
11.97,0,0,0,0,0,0.000313496,0.000626992,0,0.000313496,0.000313496,0,0.000626992,0.000313496,0.000313496,0,0.000313496,0,0.000313496,0,0,0,0,0,0,0
12.86,0,0,0,0,0,0.000389029,0.000389029,0,0,0,0.000389029,0.000389029,0,0,0,0,0,0,0.000389029,0,0,0,0,0,0
13.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.86,0,0,0,0,0,0,0,0.000599076,0,0,0,0,0,0,0.000599076,0,0,0,0,0,0,0,0,0,0
15.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Event 1,439,230,122,72,47,4187265,4381594,4216916,4435595,4346222,4244949,4162394,4112379,4056037,3979133,3929037,3852687,3811690,3747618,3683515,3643378,3590319,3545147,3477257,3434592
Event 3,0,0,0,0,0,1090820,1055887,930683,1124202,1037512,958434,894624,852281,810209,760871,726035,685319,657098,624111,592318,570232,544315,522311,497950,476054
Event 4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dead Time,1,0,0,0,0,25814,26491,24798,27239,26130,25091,24215,23587,22994,22273,21737,21088,20625,20081,19573,19179,18713,18316,17838,17467
Inlet Pressure,829.3,829.1,828.5,830.5,828.2,830.2,828.2,828.5,828.2,828.8,828.2,829.6,828.8,829.1,828.2,828.5,829.6,828.2,829.3,827.9,828.5,828.2,828.5,828.5,828.2
Total Flow,4.96,4.96,4.96,4.96,4.97,4.96,4.97,4.96,4.96,4.96,4.96,4.96,4.96,4.97,4.96,4.96,4.96,4.96,4.96,4.96,4.97,4.96,4.97,4.97,4.96
Sheath Flow,3.99,3.95,4,3.97,4,3.98,3.98,3.98,3.98,3.99,3.97,3.98,3.98,3.98,3.98,3.99,3.97,4,3.98,3.95,3.97,3.98,3.99,3.97,3.96
Analog Input Voltage 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Analog Input Voltage 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Input Level 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Input Level 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Input Level 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laser Power,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
Laser Current,41.3,41.3,41.4,41.4,41.4,41.5,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.7,41.7,41.7,41.7,41.7,41.7,41.7,41.7,41.7,41.7
Sheath Pump Voltage,2.721,2.729,2.737,2.75,2.727,2.73,2.721,2.725,2.725,2.737,2.723,2.752,2.736,2.751,2.746,2.755,2.753,2.752,2.746,2.748,2.745,2.732,2.742,2.738,2.733
Total Pump Voltage,2.87,2.866,2.868,2.869,2.865,2.873,2.871,2.875,2.87,2.871,2.873,2.871,2.87,2.87,2.869,2.877,2.863,2.87,2.869,2.869,2.867,2.873,2.865,2.865,2.864
Box Temperature,29.1,29.2,29.6,29.6,30.1,30.1,30.1,30.1,30.2,30.2,30.3,30.3,30.5,30.3,30.3,30.3,30.6,30.6,30.5,30.6,30.6,30.6,30.6,30.7,30.6
Avalanch Photo Diode Temperature,24.6,25.1,25.1,25.1,25.6,25.6,25.6,26.1,26.1,26.1,26.1,26.1,26.1,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6
Avalanch Photo Diode Voltage,229,229,229,229,229,229,229,229,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230
Status Flags,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 1000,0000 0000 0000 1000,0000 0000 0000 1000,0000 0000 0000 1000,0000 0000 0000 1000,0000 0000 0000 1000,0000 0000 0000 1000,0000 0000 0000 1000,0000 0000 0000 1000,0000 0000 0000 1000,0000 0000 0000 1000,0000 0000 0000 1000,0000 0000 0000 1000,0000 0000 0000 1000,0000 0000 0000 1000,0000 0000 0000 1000,0000 0000 0000 1000,0000 0000 0000 1000,0000 0000 0000 1000,0000 0000 0000 1000
Median(µm),1.69223,0.780283,1.41934,1.14181,4.29338,2.50443,2.43199,2.37317,2.49914,2.46638,2.37252,2.36619,2.37261,2.34778,2.31176,2.32177,2.23476,2.27944,2.21339,2.19609,2.18082,2.20347,2.16408,2.13702,2.13177
Mean(µm),1.56142,0.917315,1.78159,1.21134,3.82141,3.31611,3.25803,3.22985,3.28083,3.24936,3.14625,3.15536,3.14396,3.11203,3.09601,3.0916,2.94105,3.04555,2.95384,2.93059,2.92923,2.91429,2.88658,2.82252,2.81302
Geo. Mean(µm),1.36004,0.863894,1.51791,1.12035,3.5975,2.32385,2.25888,2.21561,2.31419,2.28808,2.19661,2.18922,2.19436,2.16781,2.13571,2.14528,2.03619,2.09792,2.02713,2.00862,2.00143,2.00541,1.97926,1.93833,1.9385
Mode(µm),1.71544,1.2864,2.83874,1.84342,4.37144,6.7317,6.7317,6.7317,5.82942,6.26434,0.582942,0.582942,0.582942,0.542469,0.542469,0.542469,0.542469,0.542469,0.542469,0.542469,0.542469,0.542469,0.542469,0.542469,0.542469
Geo. Std. Dev.,1.73726,1.40842,1.80997,1.49761,1.52136,2.47096,2.49196,2.51108,2.45203,2.45046,2.46236,2.47886,2.46462,2.4628,2.4826,2.47437,2.46254,2.48463,2.48031,2.48576,2.48786,2.4726,2.47505,2.46426,2.4565
Total Conc.(mg/m³),3.39849e-005,7.93412e-006,1.11717e-005,4.63278e-006,2.36773e-005,0.363389,0.363919,0.328518,0.355354,0.335039,0.314622,0.303997,0.29152,0.277943,0.268575,0.261367,0.246495,0.242052,0.23016,0.2231,0.212551,0.207678,0.196945,0.190413,0.183601
