Sample File,C:\Users\VanceLab\Desktop\VL_CU_SMPS_APS_CADR_20220718\VL_CU_APS_CADR_Background2_SCAN2.A21
Sample Time,155
Density,1
Stokes Correction,off
Lower Channel Bound,0.486968
Upper Channel Bound,20.5353
Sample #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
2.288,0,0,0,0,0,4.15657e-005,3.2815e-005,3.2815e-005,1.3126e-005,1.53137e-005,1.09383e-005,6.56301e-006,2.18767e-005,4.37534e-006,1.09383e-005,2.18767e-006,6.56301e-006,8.75068e-006,2.18767e-006,1.09383e-005,6.56301e-006,1.09383e-005,6.56301e-006,1.09383e-005,8.75068e-006
2.458,2.71476e-006,0,0,0,0,4.88657e-005,4.07214e-005,2.71476e-005,5.42953e-006,1.62886e-005,1.90033e-005,1.35738e-005,5.42953e-006,5.42953e-006,1.08591e-005,0,1.35738e-005,1.08591e-005,0,5.42953e-006,1.08591e-005,1.35738e-005,5.42953e-006,0,8.14429e-006
2.642,0,0,0,0,0,3.03197e-005,1.34754e-005,1.34754e-005,2.3582e-005,1.34754e-005,2.3582e-005,1.34754e-005,3.36885e-006,1.34754e-005,1.68443e-005,1.01066e-005,1.34754e-005,3.36885e-006,6.7377e-006,3.36885e-006,2.69508e-005,3.36885e-006,3.36885e-006,0,1.01066e-005
2.839,0,0,0,0,0,2.50832e-005,4.18053e-006,1.25416e-005,1.25416e-005,1.25416e-005,1.25416e-005,8.36107e-006,8.36107e-006,0,4.18053e-006,1.25416e-005,4.18053e-006,4.18053e-006,0,0,4.18053e-006,4.18053e-006,0,0,0
3.051,0,0,0,0,0,5.18778e-006,1.55634e-005,0,5.18778e-006,5.18778e-006,5.18778e-006,5.18778e-006,0,5.18778e-006,0,5.18778e-006,0,0,5.18778e-006,0,5.18778e-006,0,5.18778e-006,5.18778e-006,0
3.278,0,0,0,0,0,0,6.43772e-006,0,6.43772e-006,0,0,0,6.43772e-006,0,0,0,0,0,0,0,0,0,0,0,0
3.523,0,7.98881e-006,0,0,0,7.98881e-006,0,0,0,0,0,0,0,0,7.98881e-006,0,0,0,0,0,0,0,0,0,0
3.786,0,0,0,0,0,0,0,0,0,9.91361e-006,0,9.91361e-006,0,0,0,0,0,0,0,0,0,0,0,0,0
4.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.371,1.52662e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.048,0,0,0,0,0,0,0,0,0,0,2.35089e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.829,0,0,0,0,0,3.62019e-005,0,0,0,3.62019e-005,0,0,0,0,0,0,0,0,0,0,3.62019e-005,0,0,0,0
6.264,0,0,0,0,0,4.49243e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.234,0,0,0,0,0,6.91802e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.774,0,0,0,0,0,0,0,0,0,0,0,8.58483e-005,0,0,0,0,0,0,0,0,0,0,0,0,0
8.354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Event 1,51270,22096,10407,5275,2858,208008,216767,200031,185983,176729,167688,160772,154039,147904,142168,137410,132659,127791,124224,120039,116302,112300,108389,105097,101608
Event 3,84,10,2,0,0,1551,1329,1126,950,885,715,717,607,618,522,469,480,454,398,395,342,351,307,293,265
Event 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dead Time,207,89,41,20,11,839,872,802,745,704,666,636,606,582,557,535,514,495,480,464,445,431,415,403,387
Inlet Pressure,829.1,829.3,829.3,827.6,829.1,828.2,828.8,827.6,829.1,828.2,828.8,827.6,828.2,827.3,828.2,828.2,828.8,827.3,827.3,828.2,827.9,827.3,827.9,827,828.2
Total Flow,4.96,4.96,4.97,4.97,4.96,4.96,4.97,4.97,4.96,4.96,4.97,4.97,4.97,4.97,4.97,4.96,4.96,4.96,4.97,4.97,4.96,4.97,4.97,4.97,4.97
Sheath Flow,3.97,4,3.98,3.99,3.99,3.96,3.99,3.98,3.98,4.02,3.99,4,4,4,4,3.98,3.97,3.99,3.98,3.97,3.98,3.99,3.96,4.01,4
Analog Input Voltage 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Analog Input Voltage 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Input Level 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Input Level 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Input Level 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laser Power,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
Laser Current,41.7,41.7,41.8,41.7,41.8,41.8,41.8,41.8,41.8,41.8,41.8,41.8,41.8,41.9,41.8,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9
Sheath Pump Voltage,2.727,2.746,2.742,2.726,2.736,2.747,2.741,2.732,2.75,2.734,2.742,2.737,2.754,2.746,2.752,2.743,2.74,2.757,2.754,2.761,2.743,2.743,2.741,2.737,2.746
Total Pump Voltage,2.863,2.859,2.859,2.861,2.859,2.867,2.864,2.857,2.869,2.863,2.862,2.86,2.862,2.866,2.859,2.865,2.859,2.863,2.864,2.86,2.864,2.863,2.865,2.86,2.862
Box Temperature,30.2,30.5,30.6,30.7,30.6,30.7,30.7,30.7,30.8,30.7,30.9,30.8,31.1,31.1,31.1,30.8,30.9,30.9,30.9,31.1,31.1,30.9,30.9,31.1,31.1
Avalanch Photo Diode Temperature,26.6,26.6,26.6,26.6,26.6,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
Avalanch Photo Diode Voltage,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230
Status Flags,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000
Median(µm),0.634733,0.635088,0.625492,0.631414,0.630106,0.656333,0.638915,0.637408,0.633895,0.638712,0.635945,0.639848,0.633388,0.631446,0.632947,0.629537,0.630638,0.629801,0.626756,0.628354,0.635372,0.628755,0.627173,0.62804,0.625091
Mean(µm),0.781943,0.765105,0.673087,0.689313,0.683416,1.1071,0.78071,0.76092,0.748257,0.843521,0.79865,1.04056,0.74113,0.724846,0.747871,0.722589,0.734805,0.720456,0.700867,0.710296,0.892122,0.726682,0.719876,0.713446,0.72014
Geo. Mean(µm),0.703261,0.699908,0.659013,0.672386,0.667037,0.823884,0.715162,0.705658,0.695639,0.728496,0.713507,0.770647,0.693493,0.684644,0.694869,0.6813,0.68814,0.681003,0.67008,0.676161,0.739424,0.6837,0.679797,0.676805,0.678824
Mode(µm),0.542469,0.542469,0.542469,0.542469,0.542469,0.542469,0.542469,0.542469,0.542469,0.542469,0.542469,0.542469,0.542469,0.542469,0.542469,0.542469,0.542469,0.542469,0.542469,0.542469,0.542469,0.542469,0.542469,0.542469,0.542469
Geo. Std. Dev.,1.44513,1.41528,1.21614,1.23873,1.23395,1.84696,1.43674,1.4023,1.38729,1.53888,1.47511,1.78436,1.37165,1.3415,1.38789,1.34232,1.36713,1.33832,1.2981,1.31755,1.61793,1.35289,1.34096,1.32625,1.34571
Total Conc.(mg/m³),0.00107643,0.000460256,0.000205344,0.000102344,5.54087e-005,0.00463883,0.00456837,0.00414507,0.003836,0.00367816,0.00350958,0.00334642,0.00310952,0.00294528,0.00283591,0.00269172,0.00257338,0.00245122,0.00233288,0.00227698,0.00225552,0.0020894,0.00202567,0.00194672,0.0018698
