Time(dd/mm/yyyy),Carbon dioxide(ppm),Temperature(°C),Relative humidity(%),Atmospheric pressure(hPa)
08/06/2022 9:22:42 PM,"337","21.5","35","839"
08/06/2022 9:27:42 PM,"354","21.5","35","839"
08/06/2022 9:32:42 PM,"355","21.5","35","839"
08/06/2022 9:37:42 PM,"354","21.4","35","840"
08/06/2022 9:42:42 PM,"352","21.4","35","840"
08/06/2022 9:47:42 PM,"352","21.4","35","840"
08/06/2022 9:52:42 PM,"342","21.4","35","840"
08/06/2022 9:57:42 PM,"351","21.4","35","840"
08/06/2022 10:02:42 PM,"355","21.4","35","840"
08/06/2022 10:07:42 PM,"356","21.3","35","840"
08/06/2022 10:12:42 PM,"359","21.3","35","840"
08/06/2022 10:17:42 PM,"360","21.3","35","840"
08/06/2022 10:22:42 PM,"354","21.3","35","840"
08/06/2022 10:27:42 PM,"350","21.4","35","840"
08/06/2022 10:32:42 PM,"347","21.5","35","839"
08/06/2022 10:37:42 PM,"352","21.5","35","839"
08/06/2022 10:42:42 PM,"362","21.5","35","839"
08/06/2022 10:47:42 PM,"358","21.5","35","839"
08/06/2022 10:52:42 PM,"349","21.5","35","839"
08/06/2022 10:57:42 PM,"354","21.5","35","839"
08/06/2022 11:02:42 PM,"354","21.5","35","839"
08/06/2022 11:07:42 PM,"359","21.4","36","839"
08/06/2022 11:12:42 PM,"359","21.4","36","839"
08/06/2022 11:17:42 PM,"352","21.4","36","839"
08/06/2022 11:22:42 PM,"350","21.4","36","839"
08/06/2022 11:27:42 PM,"362","21.3","36","839"
08/06/2022 11:32:42 PM,"371","21.3","36","839"
08/06/2022 11:37:42 PM,"367","21.3","36","839"
08/06/2022 11:42:42 PM,"374","21.3","36","839"
08/06/2022 11:47:42 PM,"372","21.3","36","839"
08/06/2022 11:52:42 PM,"366","21.3","36","839"
08/06/2022 11:57:42 PM,"375","21.4","36","839"
09/06/2022 12:02:42 AM,"381","21.5","36","839"
09/06/2022 12:07:42 AM,"375","21.5","36","839"
09/06/2022 12:12:42 AM,"387","21.5","37","839"
09/06/2022 12:17:42 AM,"381","21.5","37","839"
09/06/2022 12:22:42 AM,"380","21.4","37","839"
09/06/2022 12:27:42 AM,"382","21.4","37","839"
09/06/2022 12:32:42 AM,"381","21.3","37","839"
09/06/2022 12:37:42 AM,"389","21.3","37","839"
09/06/2022 12:42:42 AM,"379","21.3","37","839"
09/06/2022 12:47:42 AM,"382","21.3","37","839"
09/06/2022 12:52:42 AM,"385","21.3","37","839"
09/06/2022 12:57:42 AM,"382","21.3","37","839"
09/06/2022 1:02:42 AM,"383","21.3","37","839"
09/06/2022 1:07:42 AM,"382","21.3","37","839"
09/06/2022 1:12:42 AM,"386","21.3","37","838"
09/06/2022 1:17:42 AM,"396","21.4","37","839"
09/06/2022 1:22:42 AM,"386","21.4","37","838"
09/06/2022 1:27:42 AM,"381","21.5","37","838"
09/06/2022 1:32:42 AM,"382","21.4","37","838"
09/06/2022 1:37:42 AM,"371","21.4","37","838"
09/06/2022 1:42:42 AM,"375","21.3","37","838"
09/06/2022 1:47:42 AM,"377","21.3","37","838"
09/06/2022 1:52:42 AM,"364","21.3","36","838"
09/06/2022 1:57:42 AM,"367","21.2","36","838"
09/06/2022 2:02:42 AM,"359","21.3","36","838"
09/06/2022 2:07:42 AM,"356","21.3","36","838"
09/06/2022 2:12:42 AM,"356","21.4","36","838"
09/06/2022 2:17:42 AM,"358","21.5","36","838"
09/06/2022 2:22:42 AM,"362","21.5","36","838"
09/06/2022 2:27:42 AM,"356","21.4","36","838"
09/06/2022 2:32:42 AM,"364","21.4","35","838"
09/06/2022 2:37:42 AM,"363","21.4","35","838"
09/06/2022 2:42:42 AM,"375","21.3","36","838"
09/06/2022 2:47:42 AM,"360","21.3","36","838"
09/06/2022 2:52:42 AM,"371","21.3","36","838"
09/06/2022 2:57:42 AM,"367","21.3","36","838"
09/06/2022 3:02:42 AM,"365","21.3","36","838"
09/06/2022 3:07:42 AM,"362","21.4","36","838"
09/06/2022 3:12:42 AM,"365","21.4","36","838"
09/06/2022 3:17:42 AM,"373","21.4","36","838"
09/06/2022 3:22:42 AM,"377","21.4","36","838"
09/06/2022 3:27:42 AM,"378","21.3","36","838"
09/06/2022 3:32:42 AM,"384","21.3","36","838"
09/06/2022 3:37:42 AM,"391","21.3","36","838"
09/06/2022 3:42:42 AM,"382","21.3","36","838"
09/06/2022 3:47:42 AM,"383","21.3","36","838"
09/06/2022 3:52:42 AM,"387","21.3","36","838"
09/06/2022 3:57:42 AM,"383","21.3","36","838"
09/06/2022 4:02:42 AM,"385","21.4","36","838"
09/06/2022 4:07:42 AM,"378","21.4","36","838"
09/06/2022 4:12:42 AM,"381","21.4","36","838"
09/06/2022 4:17:42 AM,"384","21.4","36","838"
09/06/2022 4:22:42 AM,"377","21.3","36","838"
09/06/2022 4:27:42 AM,"393","21.3","36","838"
09/06/2022 4:32:42 AM,"391","21.2","36","838"
09/06/2022 4:37:42 AM,"387","21.2","36","838"
09/06/2022 4:42:42 AM,"387","21.2","36","838"
09/06/2022 4:47:42 AM,"389","21.3","36","838"
09/06/2022 4:52:42 AM,"382","21.3","36","838"
09/06/2022 4:57:42 AM,"391","21.4","36","838"
09/06/2022 5:02:42 AM,"389","21.4","36","838"
09/06/2022 5:07:42 AM,"397","21.4","36","838"
09/06/2022 5:12:42 AM,"391","21.4","36","838"
09/06/2022 5:17:42 AM,"382","21.3","36","838"
09/06/2022 5:22:42 AM,"387","21.3","36","838"
09/06/2022 5:27:42 AM,"388","21.2","36","838"
09/06/2022 5:32:42 AM,"384","21.2","36","838"
09/06/2022 5:37:42 AM,"381","21.3","36","838"
09/06/2022 5:42:42 AM,"383","21.3","36","838"
09/06/2022 5:47:42 AM,"380","21.4","36","838"
09/06/2022 5:52:42 AM,"385","21.4","36","838"
09/06/2022 5:57:42 AM,"385","21.4","36","838"
09/06/2022 6:02:42 AM,"391","21.3","36","838"
09/06/2022 6:07:42 AM,"387","21.3","36","838"
09/06/2022 6:12:42 AM,"391","21.2","36","838"
09/06/2022 6:17:42 AM,"392","21.2","36","838"
09/06/2022 6:22:42 AM,"401","21.2","36","838"
09/06/2022 6:27:42 AM,"395","21.3","36","838"
09/06/2022 6:32:42 AM,"391","21.3","36","838"
09/06/2022 6:37:42 AM,"395","21.4","36","839"
09/06/2022 6:42:42 AM,"405","21.4","36","839"
09/06/2022 6:47:42 AM,"394","21.3","36","839"
09/06/2022 6:52:42 AM,"395","21.3","36","839"
09/06/2022 6:57:42 AM,"402","21.3","36","839"
09/06/2022 7:02:42 AM,"386","21.3","36","839"
09/06/2022 7:07:42 AM,"394","21.2","36","839"
09/06/2022 7:12:42 AM,"385","21.2","36","839"
09/06/2022 7:17:42 AM,"390","21.2","36","839"
09/06/2022 7:22:42 AM,"388","21.2","36","839"
09/06/2022 7:27:42 AM,"374","21.2","36","839"
09/06/2022 7:32:42 AM,"377","21.3","36","839"
09/06/2022 7:37:42 AM,"384","21.4","36","839"
09/06/2022 7:42:42 AM,"376","21.4","36","838"
09/06/2022 7:47:42 AM,"371","21.4","36","838"
09/06/2022 7:52:42 AM,"370","21.4","36","838"
09/06/2022 7:57:42 AM,"373","21.4","36","838"
09/06/2022 8:02:42 AM,"377","21.4","37","838"
09/06/2022 8:07:42 AM,"368","21.4","37","838"
09/06/2022 8:12:42 AM,"355","21.4","37","838"
09/06/2022 8:17:42 AM,"358","21.3","37","838"
09/06/2022 8:22:42 AM,"366","21.3","37","838"
09/06/2022 8:27:42 AM,"366","21.3","37","838"
09/06/2022 8:32:42 AM,"361","21.3","37","838"
09/06/2022 8:37:42 AM,"361","21.3","37","838"
09/06/2022 8:42:42 AM,"356","21.3","37","838"
09/06/2022 8:47:42 AM,"351","21.3","37","838"
09/06/2022 8:52:42 AM,"359","21.4","37","838"
09/06/2022 8:57:42 AM,"362","21.4","37","838"
09/06/2022 9:02:42 AM,"362","21.4","37","838"
09/06/2022 9:07:42 AM,"365","21.5","37","838"
09/06/2022 9:12:42 AM,"360","21.5","37","838"
09/06/2022 9:17:42 AM,"366","21.5","37","838"
09/06/2022 9:22:42 AM,"358","21.5","38","838"
09/06/2022 9:27:42 AM,"358","21.4","38","838"
09/06/2022 9:32:42 AM,"355","21.4","38","838"
09/06/2022 9:37:42 AM,"356","21.4","38","838"
09/06/2022 9:42:42 AM,"361","21.4","38","838"
09/06/2022 9:47:42 AM,"356","21.4","38","838"
09/06/2022 9:52:42 AM,"362","21.4","38","838"
09/06/2022 9:57:42 AM,"349","21.4","39","838"
09/06/2022 10:02:42 AM,"356","21.5","39","838"
09/06/2022 10:07:42 AM,"347","21.4","39","838"
09/06/2022 10:12:42 AM,"361","21.5","39","838"
09/06/2022 10:17:42 AM,"365","21.5","39","838"
09/06/2022 10:22:42 AM,"367","21.5","40","838"
09/06/2022 10:27:42 AM,"369","21.4","40","838"
09/06/2022 10:32:42 AM,"365","21.4","40","838"
09/06/2022 10:37:42 AM,"372","21.5","40","838"
09/06/2022 10:42:42 AM,"372","21.4","40","838"
09/06/2022 10:47:42 AM,"374","21.5","41","838"
09/06/2022 10:52:42 AM,"392","21.5","41","838"
09/06/2022 10:57:42 AM,"393","21.6","41","838"
09/06/2022 11:02:42 AM,"417","21.6","42","838"
09/06/2022 11:07:42 AM,"425","21.6","42","838"
09/06/2022 11:12:42 AM,"431","21.6","42","838"
09/06/2022 11:17:42 AM,"423","21.7","42","838"
09/06/2022 11:22:42 AM,"407","21.7","42","838"
09/06/2022 11:27:42 AM,"417","21.7","43","838"
09/06/2022 11:32:42 AM,"411","21.7","43","838"
09/06/2022 11:37:42 AM,"401","21.7","42","837"
09/06/2022 11:42:42 AM,"399","21.7","42","837"
09/06/2022 11:47:42 AM,"396","21.7","42","837"
09/06/2022 11:52:42 AM,"412","21.7","42","837"
09/06/2022 11:57:42 AM,"403","21.7","42","837"
09/06/2022 12:02:42 PM,"401","21.7","41","837"
09/06/2022 12:07:42 PM,"407","21.7","41","837"
09/06/2022 12:12:42 PM,"408","21.7","42","837"
09/06/2022 12:17:42 PM,"410","21.7","42","837"
09/06/2022 12:22:42 PM,"395","21.6","42","837"
09/06/2022 12:27:42 PM,"406","21.7","42","837"
09/06/2022 12:32:42 PM,"417","21.7","42","837"
09/06/2022 12:37:42 PM,"390","21.6","41","837"
09/06/2022 12:42:42 PM,"383","21.6","41","837"
09/06/2022 12:47:42 PM,"385","21.6","40","837"
09/06/2022 12:52:42 PM,"386","21.6","40","837"
09/06/2022 12:57:42 PM,"385","21.6","40","837"
09/06/2022 1:02:42 PM,"370","21.5","39","836"
09/06/2022 1:07:42 PM,"362","21.5","39","836"
09/06/2022 1:12:42 PM,"367","21.5","39","836"
09/06/2022 1:17:42 PM,"382","21.5","38","836"
09/06/2022 1:22:42 PM,"374","21.5","38","836"
09/06/2022 1:27:42 PM,"363","21.5","38","836"
09/06/2022 1:32:42 PM,"363","21.5","38","836"
09/06/2022 1:37:42 PM,"355","21.5","38","836"
09/06/2022 1:42:42 PM,"363","21.5","38","836"
09/06/2022 1:47:42 PM,"358","21.4","37","836"
09/06/2022 1:52:42 PM,"356","21.5","37","836"
09/06/2022 1:57:42 PM,"356","21.6","37","836"
09/06/2022 2:02:42 PM,"362","21.6","36","836"
09/06/2022 2:07:42 PM,"356","21.7","36","836"
09/06/2022 2:12:42 PM,"344","21.7","36","836"
09/06/2022 2:17:42 PM,"353","21.7","36","836"
09/06/2022 2:22:42 PM,"348","21.7","35","836"
09/06/2022 2:27:42 PM,"363","21.6","35","836"
09/06/2022 2:32:42 PM,"350","21.6","35","836"
09/06/2022 2:37:42 PM,"351","21.6","35","836"
09/06/2022 2:42:42 PM,"360","21.5","35","836"
09/06/2022 2:47:42 PM,"347","21.5","35","836"
09/06/2022 2:52:42 PM,"359","21.5","35","836"
09/06/2022 2:57:42 PM,"357","21.5","35","836"
09/06/2022 3:02:42 PM,"351","21.5","35","836"
09/06/2022 3:07:42 PM,"335","21.5","35","836"
09/06/2022 3:12:42 PM,"341","21.5","35","836"
09/06/2022 3:17:42 PM,"349","21.4","35","836"
09/06/2022 3:22:42 PM,"349","21.5","34","836"
09/06/2022 3:27:42 PM,"355","21.6","34","836"
09/06/2022 3:32:42 PM,"351","21.6","34","836"
09/06/2022 3:37:42 PM,"349","21.6","34","836"
09/06/2022 3:42:42 PM,"339","21.6","34","836"
09/06/2022 3:47:42 PM,"358","21.6","34","836"
09/06/2022 3:52:42 PM,"351","21.5","34","836"
09/06/2022 3:57:42 PM,"353","21.5","34","836"
09/06/2022 4:02:42 PM,"339","21.5","34","836"
09/06/2022 4:07:42 PM,"350","21.5","34","836"
09/06/2022 4:12:42 PM,"344","21.4","34","836"
09/06/2022 4:17:42 PM,"342","21.5","34","836"
09/06/2022 4:22:42 PM,"341","21.4","33","836"
09/06/2022 4:27:42 PM,"350","21.4","33","836"
09/06/2022 4:32:42 PM,"355","21.4","33","836"
09/06/2022 4:37:42 PM,"349","21.4","33","836"
09/06/2022 4:42:42 PM,"343","21.5","33","836"
09/06/2022 4:47:42 PM,"352","21.5","33","836"
09/06/2022 4:52:42 PM,"344","21.6","33","836"
09/06/2022 4:57:42 PM,"346","21.6","33","836"
09/06/2022 5:02:42 PM,"346","21.6","33","836"
09/06/2022 5:07:42 PM,"351","21.6","33","836"
09/06/2022 5:12:42 PM,"341","21.5","33","836"
09/06/2022 5:17:42 PM,"347","21.5","33","836"
09/06/2022 5:22:42 PM,"354","21.5","33","836"
09/06/2022 5:27:42 PM,"345","21.5","33","836"
09/06/2022 5:32:42 PM,"345","21.5","33","836"
09/06/2022 5:37:42 PM,"340","21.5","33","836"
09/06/2022 5:42:42 PM,"343","21.5","33","836"
09/06/2022 5:47:42 PM,"344","21.5","33","836"
09/06/2022 5:52:42 PM,"350","21.5","33","836"
09/06/2022 5:57:42 PM,"342","21.5","34","836"
09/06/2022 6:02:42 PM,"346","21.6","34","836"
09/06/2022 6:07:42 PM,"353","21.6","34","836"
09/06/2022 6:12:42 PM,"344","21.6","34","836"
09/06/2022 6:17:42 PM,"349","21.6","34","836"
09/06/2022 6:22:42 PM,"353","21.5","34","836"
09/06/2022 6:27:42 PM,"346","21.5","34","836"
09/06/2022 6:32:42 PM,"342","21.5","34","836"
09/06/2022 6:37:42 PM,"351","21.5","34","836"
09/06/2022 6:42:42 PM,"347","21.5","35","836"
09/06/2022 6:47:42 PM,"349","21.5","35","836"
09/06/2022 6:52:42 PM,"352","21.5","35","837"
09/06/2022 6:57:42 PM,"343","21.5","35","837"
09/06/2022 7:02:42 PM,"358","21.5","35","837"
09/06/2022 7:07:42 PM,"353","21.5","35","837"
09/06/2022 7:12:42 PM,"339","21.5","35","837"
09/06/2022 7:17:42 PM,"347","21.4","35","837"
09/06/2022 7:22:42 PM,"343","21.4","35","837"
09/06/2022 7:27:42 PM,"350","21.4","35","837"
09/06/2022 7:32:42 PM,"351","21.5","35","837"
09/06/2022 7:37:42 PM,"354","21.5","35","837"
09/06/2022 7:42:42 PM,"353","21.5","35","837"
09/06/2022 7:47:42 PM,"348","21.6","35","837"
09/06/2022 7:52:42 PM,"351","21.6","35","837"
09/06/2022 7:57:42 PM,"359","21.5","35","837"
09/06/2022 8:02:42 PM,"344","21.5","35","837"
09/06/2022 8:07:42 PM,"355","21.5","35","838"
09/06/2022 8:12:42 PM,"347","21.5","35","838"
09/06/2022 8:17:42 PM,"356","21.5","35","837"
09/06/2022 8:22:42 PM,"356","21.4","35","838"
09/06/2022 8:27:42 PM,"354","21.5","35","838"
09/06/2022 8:32:42 PM,"348","21.5","35","838"
09/06/2022 8:37:42 PM,"358","21.6","35","838"
09/06/2022 8:42:42 PM,"365","21.6","35","838"
09/06/2022 8:47:42 PM,"365","21.6","35","838"
09/06/2022 8:52:42 PM,"373","21.6","35","838"
09/06/2022 8:57:42 PM,"368","21.6","35","838"
09/06/2022 9:02:42 PM,"371","21.5","35","838"
09/06/2022 9:07:42 PM,"354","21.5","35","838"
09/06/2022 9:12:42 PM,"359","21.5","35","838"
09/06/2022 9:17:42 PM,"355","21.4","35","838"
09/06/2022 9:22:42 PM,"369","21.5","35","838"
09/06/2022 9:27:42 PM,"360","21.5","35","838"
09/06/2022 9:32:42 PM,"361","21.5","35","838"
09/06/2022 9:37:42 PM,"350","21.5","35","838"
09/06/2022 9:42:42 PM,"359","21.6","35","838"
09/06/2022 9:47:42 PM,"355","21.6","35","839"
09/06/2022 9:52:42 PM,"357","21.5","35","839"
09/06/2022 9:57:42 PM,"357","21.5","35","839"
09/06/2022 10:02:42 PM,"362","21.5","35","839"
09/06/2022 10:07:42 PM,"372","21.5","35","840"
09/06/2022 10:12:42 PM,"346","21.4","35","839"
09/06/2022 10:17:42 PM,"357","21.4","35","840"
09/06/2022 10:22:42 PM,"369","21.4","35","840"
09/06/2022 10:27:42 PM,"358","21.4","36","840"
09/06/2022 10:32:42 PM,"367","21.4","36","840"
09/06/2022 10:37:42 PM,"364","21.5","36","840"
09/06/2022 10:42:42 PM,"360","21.5","36","840"
09/06/2022 10:47:42 PM,"368","21.5","36","840"
09/06/2022 10:52:42 PM,"366","21.6","36","840"
09/06/2022 10:57:42 PM,"368","21.6","36","840"
09/06/2022 11:02:42 PM,"367","21.5","36","840"
09/06/2022 11:07:42 PM,"370","21.5","37","840"
09/06/2022 11:12:42 PM,"363","21.5","37","841"
09/06/2022 11:17:42 PM,"365","21.4","37","841"
09/06/2022 11:22:42 PM,"364","21.4","37","841"
09/06/2022 11:27:42 PM,"350","21.4","38","841"
09/06/2022 11:32:42 PM,"361","21.5","38","841"
09/06/2022 11:37:42 PM,"360","21.6","38","841"
09/06/2022 11:42:42 PM,"358","21.6","38","841"
09/06/2022 11:47:42 PM,"355","21.6","38","841"
09/06/2022 11:52:42 PM,"346","21.6","39","841"
09/06/2022 11:57:42 PM,"359","21.6","39","841"
10/06/2022 12:02:42 AM,"358","21.5","39","841"
10/06/2022 12:07:42 AM,"355","21.5","39","841"
10/06/2022 12:12:42 AM,"358","21.5","39","841"
10/06/2022 12:17:42 AM,"349","21.5","40","841"
10/06/2022 12:22:42 AM,"365","21.5","40","841"
10/06/2022 12:27:42 AM,"353","21.5","40","841"
10/06/2022 12:32:42 AM,"358","21.5","40","841"
10/06/2022 12:37:42 AM,"363","21.4","40","841"
10/06/2022 12:42:42 AM,"363","21.4","40","841"
10/06/2022 12:47:42 AM,"354","21.4","40","841"
10/06/2022 12:52:42 AM,"359","21.4","40","841"
10/06/2022 12:57:42 AM,"362","21.4","40","841"
10/06/2022 1:02:42 AM,"368","21.5","40","841"
10/06/2022 1:07:42 AM,"368","21.5","41","841"
10/06/2022 1:12:42 AM,"365","21.5","41","841"
10/06/2022 1:17:42 AM,"365","21.5","41","841"
10/06/2022 1:22:42 AM,"374","21.5","41","841"
10/06/2022 1:27:42 AM,"366","21.5","41","841"
10/06/2022 1:32:42 AM,"371","21.5","41","841"
10/06/2022 1:37:42 AM,"369","21.5","41","841"
10/06/2022 1:42:42 AM,"373","21.4","41","841"
10/06/2022 1:47:42 AM,"364","21.4","41","841"
10/06/2022 1:52:42 AM,"384","21.4","41","841"
10/06/2022 1:57:42 AM,"383","21.4","42","841"
10/06/2022 2:02:42 AM,"380","21.4","42","841"
10/06/2022 2:07:42 AM,"381","21.4","42","841"
10/06/2022 2:12:42 AM,"381","21.4","42","841"
10/06/2022 2:17:42 AM,"380","21.5","42","841"
10/06/2022 2:22:42 AM,"388","21.6","42","841"
10/06/2022 2:27:42 AM,"386","21.6","42","840"
10/06/2022 2:32:42 AM,"381","21.6","42","841"
10/06/2022 2:37:42 AM,"378","21.5","42","840"
10/06/2022 2:42:42 AM,"377","21.5","42","840"
10/06/2022 2:47:42 AM,"376","21.5","42","840"
10/06/2022 2:52:42 AM,"384","21.4","42","840"
10/06/2022 2:57:42 AM,"392","21.4","42","840"
10/06/2022 3:02:42 AM,"383","21.4","42","840"
10/06/2022 3:07:42 AM,"385","21.4","42","840"
10/06/2022 3:12:42 AM,"388","21.5","42","840"
10/06/2022 3:17:42 AM,"391","21.5","42","840"
10/06/2022 3:22:42 AM,"386","21.6","42","840"
10/06/2022 3:27:42 AM,"396","21.6","42","840"
10/06/2022 3:32:42 AM,"390","21.6","42","840"
10/06/2022 3:37:42 AM,"392","21.5","42","840"
10/06/2022 3:42:42 AM,"382","21.5","42","840"
10/06/2022 3:47:42 AM,"387","21.5","42","840"
10/06/2022 3:52:42 AM,"384","21.5","42","840"
10/06/2022 3:57:42 AM,"396","21.5","42","840"
10/06/2022 4:02:42 AM,"381","21.4","42","840"
10/06/2022 4:07:42 AM,"382","21.5","42","840"
10/06/2022 4:12:42 AM,"374","21.4","42","840"
10/06/2022 4:17:42 AM,"367","21.4","42","840"
10/06/2022 4:22:42 AM,"388","21.4","42","840"
10/06/2022 4:27:42 AM,"393","21.4","42","840"
10/06/2022 4:32:42 AM,"394","21.4","42","840"
10/06/2022 4:37:42 AM,"394","21.4","42","840"
10/06/2022 4:42:42 AM,"401","21.4","42","840"
10/06/2022 4:47:42 AM,"392","21.4","42","840"
10/06/2022 4:52:42 AM,"388","21.4","42","840"
10/06/2022 4:57:42 AM,"381","21.4","42","840"
10/06/2022 5:02:42 AM,"383","21.4","42","840"
10/06/2022 5:07:42 AM,"394","21.3","42","840"
10/06/2022 5:12:42 AM,"384","21.3","42","840"
10/06/2022 5:17:42 AM,"390","21.3","42","840"
10/06/2022 5:22:42 AM,"389","21.3","42","840"
10/06/2022 5:27:42 AM,"399","21.4","42","840"
10/06/2022 5:32:42 AM,"387","21.4","42","840"
10/06/2022 5:37:42 AM,"395","21.5","42","840"
10/06/2022 5:42:42 AM,"393","21.5","42","840"
10/06/2022 5:47:42 AM,"386","21.6","42","840"
10/06/2022 5:52:42 AM,"390","21.5","42","840"
10/06/2022 5:57:42 AM,"397","21.5","42","840"
10/06/2022 6:02:42 AM,"389","21.5","42","840"
10/06/2022 6:07:42 AM,"390","21.4","42","840"
10/06/2022 6:12:42 AM,"388","21.4","42","840"
10/06/2022 6:17:42 AM,"384","21.4","42","840"
10/06/2022 6:22:42 AM,"386","21.4","42","840"
10/06/2022 6:27:42 AM,"381","21.4","42","840"
10/06/2022 6:32:42 AM,"386","21.4","42","840"
10/06/2022 6:37:42 AM,"379","21.4","42","840"
10/06/2022 6:42:42 AM,"387","21.3","42","840"
10/06/2022 6:47:42 AM,"391","21.4","42","840"
10/06/2022 6:52:42 AM,"396","21.4","42","840"
10/06/2022 6:57:42 AM,"383","21.4","42","840"
10/06/2022 7:02:42 AM,"384","21.5","42","840"
10/06/2022 7:07:42 AM,"380","21.5","41","840"
10/06/2022 7:12:42 AM,"362","21.5","41","840"
10/06/2022 7:17:42 AM,"367","21.5","41","840"
10/06/2022 7:22:42 AM,"361","21.5","41","840"
10/06/2022 7:27:42 AM,"364","21.5","41","840"
10/06/2022 7:32:42 AM,"372","21.5","41","840"
10/06/2022 7:37:42 AM,"372","21.5","42","840"
10/06/2022 7:42:42 AM,"377","21.6","42","840"
10/06/2022 7:47:42 AM,"379","21.5","42","840"
10/06/2022 7:52:42 AM,"362","21.6","42","840"
10/06/2022 7:57:42 AM,"369","21.6","42","840"
10/06/2022 8:02:42 AM,"369","21.6","42","840"
10/06/2022 8:07:42 AM,"368","21.6","43","840"
10/06/2022 8:12:42 AM,"373","21.6","43","840"
10/06/2022 8:17:42 AM,"358","21.6","43","840"
10/06/2022 8:22:42 AM,"360","21.6","43","840"
10/06/2022 8:27:42 AM,"357","21.7","43","840"
10/06/2022 8:32:42 AM,"361","21.7","43","840"
10/06/2022 8:37:42 AM,"361","21.7","43","840"
10/06/2022 8:42:42 AM,"353","21.8","43","840"
10/06/2022 8:47:42 AM,"350","21.8","43","840"
10/06/2022 8:52:42 AM,"354","21.8","43","840"
10/06/2022 8:57:42 AM,"359","21.8","44","840"
