Time(dd/mm/yyyy),Carbon dioxide(ppm),Temperature(°C),Relative humidity(%),Atmospheric pressure(hPa)
08/06/2022 11:00:21 PM,"354","21.5","36","839"
08/06/2022 11:07:35 PM,"352","21.5","36","839"
08/06/2022 11:14:49 PM,"338","21.5","36","839"
08/06/2022 11:22:03 PM,"345","21.4","36","839"
08/06/2022 11:29:17 PM,"347","21.4","36","839"
08/06/2022 11:36:31 PM,"352","21.3","37","839"
08/06/2022 11:43:45 PM,"364","21.4","37","839"
08/06/2022 11:50:59 PM,"354","21.3","37","839"
08/06/2022 11:58:13 PM,"376","21.4","37","839"
09/06/2022 12:05:27 AM,"371","21.5","37","839"
09/06/2022 12:12:41 AM,"367","21.5","37","839"
09/06/2022 12:19:55 AM,"373","21.5","37","839"
09/06/2022 12:27:09 AM,"367","21.5","37","839"
09/06/2022 12:34:23 AM,"370","21.4","37","839"
09/06/2022 12:41:37 AM,"378","21.4","37","839"
09/06/2022 12:48:51 AM,"364","21.3","37","839"
09/06/2022 12:56:05 AM,"373","21.3","37","839"
09/06/2022 1:03:19 AM,"367","21.3","38","839"
09/06/2022 1:10:33 AM,"376","21.3","38","839"
09/06/2022 1:17:47 AM,"376","21.3","37","839"
09/06/2022 1:25:01 AM,"370","21.4","37","839"
09/06/2022 1:32:15 AM,"373","21.5","37","838"
09/06/2022 1:39:29 AM,"379","21.5","37","838"
09/06/2022 1:46:43 AM,"357","21.4","37","838"
09/06/2022 1:53:57 AM,"373","21.3","37","838"
09/06/2022 2:01:11 AM,"361","21.3","37","838"
09/06/2022 2:08:25 AM,"356","21.3","37","838"
09/06/2022 2:15:39 AM,"364","21.4","36","838"
09/06/2022 2:22:53 AM,"351","21.5","36","838"
09/06/2022 2:30:07 AM,"346","21.5","36","838"
09/06/2022 2:37:21 AM,"349","21.4","36","838"
09/06/2022 2:44:35 AM,"353","21.4","36","838"
09/06/2022 2:51:49 AM,"349","21.3","36","838"
09/06/2022 2:59:03 AM,"358","21.3","36","838"
09/06/2022 3:06:17 AM,"361","21.4","36","838"
09/06/2022 3:13:31 AM,"352","21.4","36","838"
09/06/2022 3:20:45 AM,"364","21.5","36","838"
09/06/2022 3:27:59 AM,"371","21.4","36","838"
09/06/2022 3:35:13 AM,"365","21.3","37","838"
09/06/2022 3:42:27 AM,"359","21.3","37","838"
09/06/2022 3:49:41 AM,"372","21.3","37","838"
09/06/2022 3:56:55 AM,"383","21.3","37","838"
09/06/2022 4:04:09 AM,"365","21.4","37","838"
09/06/2022 4:11:23 AM,"360","21.4","36","838"
09/06/2022 4:18:37 AM,"380","21.4","36","838"
09/06/2022 4:25:51 AM,"373","21.3","36","838"
09/06/2022 4:33:05 AM,"374","21.3","36","838"
09/06/2022 4:40:19 AM,"385","21.2","36","838"
09/06/2022 4:47:33 AM,"370","21.2","36","838"
09/06/2022 4:54:47 AM,"376","21.3","36","838"
09/06/2022 5:02:01 AM,"385","21.4","36","838"
09/06/2022 5:09:15 AM,"381","21.5","36","838"
09/06/2022 5:16:29 AM,"386","21.4","36","838"
09/06/2022 5:23:43 AM,"377","21.3","36","838"
09/06/2022 5:30:57 AM,"387","21.2","36","838"
09/06/2022 5:38:11 AM,"378","21.2","36","838"
09/06/2022 5:45:25 AM,"372","21.3","36","838"
09/06/2022 5:52:39 AM,"372","21.4","36","838"
09/06/2022 5:59:53 AM,"373","21.4","36","838"
09/06/2022 6:07:07 AM,"367","21.4","36","838"
09/06/2022 6:14:21 AM,"367","21.3","36","838"
09/06/2022 6:21:35 AM,"379","21.2","36","838"
09/06/2022 6:28:49 AM,"392","21.2","36","838"
09/06/2022 6:36:03 AM,"387","21.4","36","839"
09/06/2022 6:43:17 AM,"389","21.4","36","839"
09/06/2022 6:50:31 AM,"391","21.4","36","839"
09/06/2022 6:57:45 AM,"375","21.3","36","839"
09/06/2022 7:04:59 AM,"382","21.3","36","839"
09/06/2022 7:12:13 AM,"380","21.2","36","839"
09/06/2022 7:19:27 AM,"385","21.2","36","839"
09/06/2022 7:26:41 AM,"375","21.2","36","839"
09/06/2022 7:33:55 AM,"373","21.2","36","839"
09/06/2022 7:41:09 AM,"366","21.4","37","839"
09/06/2022 7:48:23 AM,"361","21.5","36","839"
09/06/2022 7:55:37 AM,"355","21.5","37","839"
09/06/2022 8:02:51 AM,"370","21.4","37","838"
09/06/2022 8:10:05 AM,"356","21.4","37","838"
09/06/2022 8:17:19 AM,"356","21.4","37","838"
09/06/2022 8:24:33 AM,"361","21.4","37","838"
09/06/2022 8:31:47 AM,"357","21.4","37","838"
09/06/2022 8:39:01 AM,"368","21.4","37","838"
09/06/2022 8:46:15 AM,"357","21.3","37","838"
09/06/2022 8:53:29 AM,"340","21.4","37","838"
09/06/2022 9:00:43 AM,"345","21.4","37","838"
09/06/2022 9:07:57 AM,"354","21.5","37","838"
09/06/2022 9:15:11 AM,"346","21.5","38","838"
09/06/2022 9:22:25 AM,"351","21.5","38","838"
09/06/2022 9:29:39 AM,"359","21.5","38","838"
09/06/2022 9:36:53 AM,"343","21.5","38","838"
09/06/2022 9:44:07 AM,"338","21.5","39","838"
09/06/2022 9:51:21 AM,"350","21.5","39","838"
09/06/2022 9:58:35 AM,"348","21.5","39","838"
09/06/2022 10:05:49 AM,"354","21.5","39","838"
09/06/2022 10:13:03 AM,"352","21.5","39","838"
09/06/2022 10:20:17 AM,"358","21.5","40","838"
09/06/2022 10:27:31 AM,"351","21.5","40","838"
09/06/2022 10:34:45 AM,"358","21.5","41","838"
09/06/2022 10:41:59 AM,"366","21.5","41","838"
09/06/2022 10:49:13 AM,"352","21.5","41","838"
09/06/2022 10:56:27 AM,"378","21.6","42","838"
09/06/2022 11:03:41 AM,"409","21.6","42","838"
09/06/2022 11:10:55 AM,"424","22.0","43","838"
09/06/2022 11:18:09 AM,"407","21.8","43","838"
09/06/2022 11:25:23 AM,"397","21.8","43","838"
09/06/2022 11:32:37 AM,"393","21.8","44","838"
09/06/2022 11:39:51 AM,"400","21.8","44","838"
09/06/2022 11:47:05 AM,"387","21.8","43","838"
09/06/2022 11:54:19 AM,"399","21.8","43","837"
09/06/2022 12:01:33 PM,"385","21.7","42","837"
09/06/2022 12:08:47 PM,"398","21.7","42","838"
09/06/2022 12:16:01 PM,"403","21.7","42","837"
09/06/2022 12:23:15 PM,"398","21.7","42","837"
09/06/2022 12:30:29 PM,"397","21.7","42","837"
09/06/2022 12:37:43 PM,"394","21.7","42","837"
09/06/2022 12:44:57 PM,"374","21.7","42","837"
09/06/2022 12:52:11 PM,"365","21.6","41","837"
09/06/2022 12:59:25 PM,"389","21.6","40","837"
09/06/2022 1:06:39 PM,"365","21.5","40","837"
09/06/2022 1:13:53 PM,"358","21.5","39","836"
09/06/2022 1:21:07 PM,"363","21.5","38","836"
09/06/2022 1:28:21 PM,"355","21.5","38","836"
09/06/2022 1:35:35 PM,"348","21.5","38","836"
09/06/2022 1:42:49 PM,"335","21.5","38","836"
09/06/2022 1:50:03 PM,"354","21.5","38","836"
09/06/2022 1:57:17 PM,"332","21.5","37","836"
09/06/2022 2:04:31 PM,"346","21.5","37","836"
09/06/2022 2:11:45 PM,"344","21.7","36","836"
09/06/2022 2:18:59 PM,"347","21.7","35","836"
09/06/2022 2:26:13 PM,"341","21.7","35","836"
09/06/2022 2:33:27 PM,"351","21.6","35","836"
09/06/2022 2:40:41 PM,"349","21.6","35","836"
09/06/2022 2:47:55 PM,"353","21.6","35","836"
09/06/2022 2:55:09 PM,"355","21.5","35","836"
09/06/2022 3:02:23 PM,"337","21.5","35","836"
09/06/2022 3:09:37 PM,"339","21.5","35","836"
09/06/2022 3:16:51 PM,"343","21.5","34","836"
09/06/2022 3:24:05 PM,"338","21.5","34","836"
09/06/2022 3:31:19 PM,"332","21.6","34","836"
09/06/2022 3:38:33 PM,"334","21.7","34","836"
09/06/2022 3:45:47 PM,"333","21.6","34","836"
09/06/2022 3:53:01 PM,"336","21.6","34","836"
09/06/2022 4:00:15 PM,"337","21.5","34","836"
09/06/2022 4:07:29 PM,"320","21.5","34","836"
09/06/2022 4:14:43 PM,"337","21.5","34","836"
09/06/2022 4:21:57 PM,"340","21.5","33","836"
09/06/2022 4:29:11 PM,"335","21.5","33","836"
09/06/2022 4:36:25 PM,"333","21.5","33","836"
09/06/2022 4:43:39 PM,"333","21.4","33","836"
09/06/2022 4:50:53 PM,"332","21.6","32","836"
09/06/2022 4:58:07 PM,"342","21.6","32","836"
09/06/2022 5:05:21 PM,"338","21.6","32","836"
09/06/2022 5:12:35 PM,"335","21.6","33","836"
09/06/2022 5:19:49 PM,"351","21.6","33","836"
09/06/2022 5:27:03 PM,"342","21.5","33","836"
09/06/2022 5:34:17 PM,"350","21.6","33","836"
09/06/2022 5:41:31 PM,"329","21.5","33","836"
09/06/2022 5:48:45 PM,"341","21.5","33","836"
09/06/2022 5:55:59 PM,"345","21.5","33","836"
09/06/2022 6:03:13 PM,"324","21.5","34","836"
09/06/2022 6:10:27 PM,"329","21.6","34","836"
09/06/2022 6:17:41 PM,"335","21.6","33","836"
09/06/2022 6:24:55 PM,"340","21.6","34","836"
09/06/2022 6:32:09 PM,"339","21.6","34","836"
09/06/2022 6:39:23 PM,"351","21.6","34","836"
09/06/2022 6:46:37 PM,"340","21.5","35","836"
09/06/2022 6:53:51 PM,"332","21.5","35","837"
09/06/2022 7:01:05 PM,"337","21.5","35","837"
09/06/2022 7:08:19 PM,"340","21.5","35","837"
09/06/2022 7:15:33 PM,"338","21.5","35","837"
09/06/2022 7:22:47 PM,"340","21.5","35","837"
09/06/2022 7:30:01 PM,"334","21.5","35","837"
09/06/2022 7:37:15 PM,"333","21.5","35","837"
09/06/2022 7:44:29 PM,"333","21.5","35","837"
09/06/2022 7:51:43 PM,"338","21.6","35","837"
09/06/2022 7:58:57 PM,"338","21.6","35","837"
09/06/2022 8:06:11 PM,"333","21.5","35","837"
09/06/2022 8:13:25 PM,"334","21.5","35","838"
09/06/2022 8:20:39 PM,"343","21.5","35","838"
09/06/2022 8:27:53 PM,"347","21.5","35","838"
09/06/2022 8:35:07 PM,"341","21.5","35","838"
09/06/2022 8:42:21 PM,"343","21.6","35","838"
09/06/2022 8:49:35 PM,"351","21.7","35","838"
09/06/2022 8:56:49 PM,"358","21.6","35","838"
09/06/2022 9:04:03 PM,"361","21.6","36","838"
09/06/2022 9:11:17 PM,"347","21.5","36","838"
09/06/2022 9:18:31 PM,"352","21.5","36","838"
09/06/2022 9:25:45 PM,"345","21.5","36","838"
09/06/2022 9:32:59 PM,"348","21.5","36","838"
09/06/2022 9:40:13 PM,"346","21.6","35","838"
09/06/2022 9:47:27 PM,"355","21.6","35","838"
09/06/2022 9:54:41 PM,"356","21.6","35","839"
09/06/2022 10:01:55 PM,"352","21.6","35","839"
09/06/2022 10:09:09 PM,"360","21.5","35","839"
09/06/2022 10:16:23 PM,"353","21.5","35","840"
09/06/2022 10:23:37 PM,"361","21.4","35","840"
09/06/2022 10:30:51 PM,"346","21.4","36","840"
09/06/2022 10:38:05 PM,"358","21.4","36","840"
09/06/2022 10:45:19 PM,"359","21.5","36","840"
09/06/2022 10:52:33 PM,"365","21.6","36","840"
09/06/2022 10:59:47 PM,"368","21.6","36","840"
09/06/2022 11:07:01 PM,"359","21.6","37","840"
09/06/2022 11:14:15 PM,"350","21.5","37","840"
09/06/2022 11:21:29 PM,"345","21.5","37","841"
09/06/2022 11:28:43 PM,"356","21.5","38","841"
09/06/2022 11:35:57 PM,"349","21.5","38","841"
09/06/2022 11:43:11 PM,"348","21.5","39","841"
09/06/2022 11:50:25 PM,"357","21.6","39","841"
09/06/2022 11:57:39 PM,"346","21.6","39","841"
10/06/2022 12:04:53 AM,"350","21.6","39","841"
10/06/2022 12:12:07 AM,"344","21.5","40","841"
10/06/2022 12:19:21 AM,"344","21.5","40","841"
10/06/2022 12:26:35 AM,"352","21.5","40","841"
10/06/2022 12:33:49 AM,"350","21.5","40","841"
10/06/2022 12:41:03 AM,"352","21.5","41","841"
10/06/2022 12:48:17 AM,"364","21.5","41","841"
10/06/2022 12:55:31 AM,"357","21.5","41","841"
10/06/2022 1:02:45 AM,"368","21.5","41","841"
10/06/2022 1:09:59 AM,"361","21.5","41","841"
10/06/2022 1:17:13 AM,"352","21.6","41","841"
10/06/2022 1:24:27 AM,"345","21.6","41","841"
10/06/2022 1:31:41 AM,"369","21.5","42","841"
10/06/2022 1:38:55 AM,"377","21.5","42","841"
10/06/2022 1:46:09 AM,"361","21.5","42","841"
10/06/2022 1:53:23 AM,"372","21.5","42","841"
10/06/2022 2:00:37 AM,"375","21.4","42","841"
10/06/2022 2:07:51 AM,"374","21.4","42","841"
10/06/2022 2:15:05 AM,"370","21.4","42","841"
10/06/2022 2:22:19 AM,"375","21.6","42","841"
10/06/2022 2:29:33 AM,"363","21.6","42","841"
10/06/2022 2:36:47 AM,"371","21.6","42","841"
10/06/2022 2:44:01 AM,"372","21.6","42","841"
10/06/2022 2:51:15 AM,"372","21.5","42","840"
10/06/2022 2:58:29 AM,"374","21.5","43","840"
10/06/2022 3:05:43 AM,"376","21.5","43","840"
10/06/2022 3:12:57 AM,"384","21.5","43","840"
10/06/2022 3:20:11 AM,"369","21.6","43","840"
10/06/2022 3:27:25 AM,"380","21.6","43","840"
10/06/2022 3:34:39 AM,"384","21.6","43","840"
10/06/2022 3:41:53 AM,"387","21.6","42","840"
10/06/2022 3:49:07 AM,"389","21.5","42","840"
10/06/2022 3:56:21 AM,"383","21.5","42","840"
10/06/2022 4:03:35 AM,"377","21.5","42","840"
10/06/2022 4:10:49 AM,"369","21.5","42","840"
10/06/2022 4:18:03 AM,"364","21.5","42","840"
10/06/2022 4:25:17 AM,"387","21.5","42","840"
10/06/2022 4:32:31 AM,"383","21.5","42","840"
10/06/2022 4:39:45 AM,"383","21.4","42","840"
10/06/2022 4:46:59 AM,"387","21.4","42","840"
10/06/2022 4:54:13 AM,"386","21.4","42","840"
10/06/2022 5:01:27 AM,"388","21.4","42","840"
10/06/2022 5:08:41 AM,"381","21.4","42","840"
10/06/2022 5:15:55 AM,"375","21.4","42","840"
10/06/2022 5:23:09 AM,"371","21.4","42","840"
10/06/2022 5:30:23 AM,"379","21.4","42","840"
10/06/2022 5:37:37 AM,"384","21.4","42","840"
10/06/2022 5:44:51 AM,"378","21.5","42","840"
10/06/2022 5:52:05 AM,"389","21.6","42","840"
10/06/2022 5:59:19 AM,"389","21.6","42","840"
10/06/2022 6:06:33 AM,"370","21.5","42","840"
10/06/2022 6:13:47 AM,"386","21.5","42","840"
10/06/2022 6:21:01 AM,"371","21.4","42","840"
10/06/2022 6:28:15 AM,"386","21.4","42","840"
10/06/2022 6:35:29 AM,"378","21.4","42","840"
10/06/2022 6:42:43 AM,"368","21.4","42","840"
10/06/2022 6:49:57 AM,"366","21.4","42","840"
10/06/2022 6:57:11 AM,"386","21.4","42","840"
10/06/2022 7:04:25 AM,"372","21.5","42","840"
10/06/2022 7:11:39 AM,"372","21.6","42","840"
10/06/2022 7:18:53 AM,"367","21.5","42","840"
10/06/2022 7:26:07 AM,"358","21.5","41","840"
10/06/2022 7:33:21 AM,"362","21.6","42","840"
10/06/2022 7:40:35 AM,"363","21.5","42","840"
10/06/2022 7:47:49 AM,"357","21.6","42","840"
10/06/2022 7:55:03 AM,"366","21.6","42","840"
10/06/2022 8:02:17 AM,"366","21.6","43","840"
10/06/2022 8:09:31 AM,"355","21.6","43","840"
10/06/2022 8:16:45 AM,"366","21.6","43","840"
10/06/2022 8:23:59 AM,"349","21.7","43","840"
10/06/2022 8:31:13 AM,"356","21.7","44","840"
10/06/2022 8:38:27 AM,"354","21.8","44","840"
10/06/2022 8:45:41 AM,"347","21.8","44","840"
10/06/2022 8:52:55 AM,"354","21.8","44","840"
10/06/2022 9:00:09 AM,"361","21.8","44","840"
10/06/2022 9:07:23 AM,"356","21.8","44","840"
10/06/2022 9:14:37 AM,"349","21.8","44","840"
10/06/2022 9:21:51 AM,"340","21.8","44","840"
10/06/2022 9:29:05 AM,"343","21.7","44","840"
10/06/2022 9:36:19 AM,"356","21.7","44","840"
10/06/2022 9:43:33 AM,"349","21.7","45","840"
10/06/2022 9:50:47 AM,"337","21.7","45","840"
10/06/2022 9:58:01 AM,"343","21.7","45","840"
10/06/2022 10:05:15 AM,"342","21.8","45","840"
10/06/2022 10:12:29 AM,"341","21.8","45","840"
10/06/2022 10:19:43 AM,"344","21.8","45","839"
10/06/2022 10:26:57 AM,"357","21.8","45","839"
10/06/2022 10:34:11 AM,"346","21.7","45","839"
10/06/2022 10:41:25 AM,"341","21.7","46","839"
10/06/2022 10:48:39 AM,"357","21.7","46","839"
10/06/2022 10:55:53 AM,"348","21.7","46","839"
10/06/2022 11:03:07 AM,"360","21.7","46","839"
10/06/2022 11:10:21 AM,"349","21.7","46","839"
10/06/2022 11:17:35 AM,"354","21.7","47","839"
10/06/2022 11:24:49 AM,"357","21.7","47","839"
10/06/2022 11:32:03 AM,"346","21.7","47","839"
10/06/2022 11:39:17 AM,"357","21.7","47","839"
10/06/2022 11:46:31 AM,"343","21.7","47","839"
10/06/2022 11:53:45 AM,"348","21.7","47","839"
10/06/2022 12:00:59 PM,"355","21.7","47","839"
10/06/2022 12:08:13 PM,"349","21.7","47","839"
10/06/2022 12:15:27 PM,"348","21.8","47","839"
10/06/2022 12:22:41 PM,"353","21.8","47","839"
10/06/2022 12:29:55 PM,"353","21.8","47","839"
10/06/2022 12:37:09 PM,"352","21.8","47","839"
10/06/2022 12:44:23 PM,"342","21.8","47","839"
10/06/2022 12:51:37 PM,"349","21.8","47","839"
10/06/2022 12:58:51 PM,"344","21.8","47","838"
10/06/2022 1:06:05 PM,"365","21.8","48","838"
10/06/2022 1:13:19 PM,"356","21.8","48","838"
10/06/2022 1:20:33 PM,"363","21.8","48","838"
10/06/2022 1:27:47 PM,"363","21.8","48","838"
10/06/2022 1:35:01 PM,"379","21.8","48","838"
10/06/2022 1:42:15 PM,"387","21.8","48","838"
10/06/2022 1:49:29 PM,"389","21.8","48","838"
10/06/2022 1:56:43 PM,"367","21.8","47","838"
10/06/2022 2:03:57 PM,"354","21.8","47","838"
10/06/2022 2:11:11 PM,"344","21.9","47","838"
10/06/2022 2:18:25 PM,"345","21.8","47","838"
10/06/2022 2:25:39 PM,"349","21.9","47","838"
10/06/2022 2:32:53 PM,"350","21.9","47","838"
10/06/2022 2:40:07 PM,"337","21.9","47","838"
10/06/2022 2:47:21 PM,"341","21.9","46","837"
10/06/2022 2:54:35 PM,"356","21.9","46","837"
10/06/2022 3:01:49 PM,"348","21.9","46","837"
10/06/2022 3:09:03 PM,"341","21.9","46","837"
10/06/2022 3:16:17 PM,"340","21.9","45","837"
10/06/2022 3:23:31 PM,"340","21.8","45","837"
10/06/2022 3:30:45 PM,"343","21.8","45","837"
10/06/2022 3:37:59 PM,"331","21.8","45","837"
10/06/2022 3:45:13 PM,"341","21.8","45","837"
10/06/2022 3:52:27 PM,"348","21.7","44","837"
10/06/2022 3:59:41 PM,"349","21.7","44","837"
10/06/2022 4:06:55 PM,"343","21.7","44","837"
10/06/2022 4:14:09 PM,"346","21.7","44","837"
10/06/2022 4:21:23 PM,"327","21.6","44","837"
10/06/2022 4:28:37 PM,"343","21.6","43","837"
10/06/2022 4:35:51 PM,"334","21.6","43","837"
10/06/2022 4:43:05 PM,"352","21.6","43","837"
10/06/2022 4:50:19 PM,"337","21.6","43","837"
10/06/2022 4:57:33 PM,"337","21.6","43","837"
10/06/2022 5:04:47 PM,"346","21.6","43","837"
10/06/2022 5:12:01 PM,"341","21.6","43","837"
10/06/2022 5:19:15 PM,"334","21.6","43","837"
10/06/2022 5:26:29 PM,"333","21.6","43","837"
10/06/2022 5:33:43 PM,"345","21.6","43","836"
10/06/2022 5:40:57 PM,"334","21.6","42","836"
10/06/2022 5:48:11 PM,"330","21.6","42","836"
10/06/2022 5:55:25 PM,"341","21.6","42","837"
10/06/2022 6:02:39 PM,"337","21.6","42","837"
10/06/2022 6:09:53 PM,"335","21.6","42","837"
10/06/2022 6:17:07 PM,"346","21.6","42","836"
10/06/2022 6:24:21 PM,"344","21.6","41","837"
10/06/2022 6:31:35 PM,"346","21.6","41","837"
10/06/2022 6:38:49 PM,"340","21.6","41","837"
10/06/2022 6:46:03 PM,"342","21.6","41","837"
10/06/2022 6:53:17 PM,"337","21.6","41","837"
10/06/2022 7:00:31 PM,"345","21.6","41","837"
10/06/2022 7:07:45 PM,"336","21.6","41","837"
10/06/2022 7:14:59 PM,"331","21.6","40","837"
10/06/2022 7:22:13 PM,"343","21.6","40","837"
10/06/2022 7:29:27 PM,"329","21.6","40","837"
10/06/2022 7:36:41 PM,"345","21.6","40","837"
10/06/2022 7:43:55 PM,"340","21.6","40","837"
10/06/2022 7:51:09 PM,"337","21.6","40","837"
10/06/2022 7:58:23 PM,"343","21.6","40","837"
10/06/2022 8:05:37 PM,"335","21.6","40","837"
10/06/2022 8:12:51 PM,"354","21.6","40","837"
10/06/2022 8:20:05 PM,"350","21.6","41","837"
10/06/2022 8:27:19 PM,"351","21.6","41","837"
10/06/2022 8:34:33 PM,"345","21.6","41","837"
10/06/2022 8:41:47 PM,"355","21.6","41","837"
10/06/2022 8:49:01 PM,"361","21.6","42","837"
10/06/2022 8:56:15 PM,"364","21.6","42","837"
10/06/2022 9:03:29 PM,"363","21.6","42","837"
10/06/2022 9:10:43 PM,"368","21.6","42","837"
10/06/2022 9:17:57 PM,"358","21.7","42","837"
10/06/2022 9:25:11 PM,"358","21.8","42","837"
10/06/2022 9:32:25 PM,"364","21.8","42","837"
10/06/2022 9:39:39 PM,"379","21.7","42","837"
10/06/2022 9:46:53 PM,"371","21.7","42","837"
10/06/2022 9:54:07 PM,"371","21.7","42","837"
10/06/2022 10:01:21 PM,"351","21.7","42","837"
10/06/2022 10:08:35 PM,"369","21.6","42","837"
10/06/2022 10:15:49 PM,"367","21.6","42","838"
10/06/2022 10:23:03 PM,"377","21.6","42","837"
10/06/2022 10:30:17 PM,"361","21.6","41","837"
10/06/2022 10:37:31 PM,"368","21.6","41","837"
10/06/2022 10:44:45 PM,"370","21.6","41","837"
10/06/2022 10:51:59 PM,"367","21.6","41","837"
10/06/2022 10:59:13 PM,"371","21.6","41","837"
10/06/2022 11:06:27 PM,"377","21.6","41","837"
10/06/2022 11:13:41 PM,"360","21.5","40","837"
10/06/2022 11:20:55 PM,"392","21.5","40","837"
10/06/2022 11:28:09 PM,"372","21.5","40","837"
10/06/2022 11:35:23 PM,"383","21.5","40","837"
10/06/2022 11:42:37 PM,"375","21.5","40","837"
10/06/2022 11:49:51 PM,"364","21.5","39","837"
10/06/2022 11:57:05 PM,"374","21.6","39","837"
11/06/2022 12:04:19 AM,"369","21.7","38","837"
11/06/2022 12:11:33 AM,"368","21.7","38","837"
11/06/2022 12:18:47 AM,"371","21.7","38","837"
11/06/2022 12:26:01 AM,"370","21.6","38","837"
11/06/2022 12:33:15 AM,"378","21.6","38","837"
11/06/2022 12:40:29 AM,"374","21.6","38","837"
11/06/2022 12:47:43 AM,"377","21.6","38","837"
11/06/2022 12:54:57 AM,"373","21.5","38","837"
11/06/2022 1:02:11 AM,"383","21.5","37","837"
11/06/2022 1:09:25 AM,"377","21.5","37","837"
11/06/2022 1:16:39 AM,"372","21.4","37","837"
11/06/2022 1:23:53 AM,"366","21.5","36","837"
11/06/2022 1:31:07 AM,"358","21.6","36","837"
11/06/2022 1:38:21 AM,"361","21.6","36","837"
11/06/2022 1:45:35 AM,"363","21.6","35","837"
11/06/2022 1:52:49 AM,"363","21.6","35","837"
11/06/2022 2:00:03 AM,"359","21.6","35","837"
11/06/2022 2:07:17 AM,"360","21.5","35","837"
11/06/2022 2:14:31 AM,"346","21.5","35","837"
11/06/2022 2:21:45 AM,"359","21.5","34","837"
11/06/2022 2:28:59 AM,"356","21.6","34","837"
11/06/2022 2:36:13 AM,"358","21.7","34","837"
11/06/2022 2:43:27 AM,"347","21.7","34","837"
11/06/2022 2:50:41 AM,"362","21.6","34","837"
11/06/2022 2:57:55 AM,"357","21.6","34","837"
11/06/2022 3:05:09 AM,"354","21.6","34","837"
11/06/2022 3:12:23 AM,"360","21.5","34","837"
11/06/2022 3:19:37 AM,"363","21.5","34","837"
11/06/2022 3:26:51 AM,"361","21.6","34","837"
