Time(dd/mm/yyyy),Carbon dioxide(ppm),Temperature(°C),Relative humidity(%),Atmospheric pressure(hPa)
08/06/2022 7:45:10 PM,"348","21.6","35","839"
08/06/2022 7:50:10 PM,"351","21.5","35","839"
08/06/2022 7:55:10 PM,"343","21.5","35","839"
08/06/2022 8:00:10 PM,"342","21.5","35","839"
08/06/2022 8:05:10 PM,"348","21.5","35","839"
08/06/2022 8:10:10 PM,"337","21.5","35","839"
08/06/2022 8:15:10 PM,"332","21.4","35","839"
08/06/2022 8:20:10 PM,"330","21.4","35","839"
08/06/2022 8:25:10 PM,"350","21.4","35","839"
08/06/2022 8:30:10 PM,"344","21.4","35","839"
08/06/2022 8:35:10 PM,"343","21.4","35","839"
08/06/2022 8:40:10 PM,"350","21.4","35","839"
08/06/2022 8:45:10 PM,"337","21.4","35","839"
08/06/2022 8:50:10 PM,"347","21.4","35","839"
08/06/2022 8:55:10 PM,"348","21.4","35","839"
08/06/2022 9:00:10 PM,"350","21.5","35","839"
08/06/2022 9:05:10 PM,"350","21.6","35","839"
08/06/2022 9:10:10 PM,"350","21.6","35","839"
08/06/2022 9:15:10 PM,"347","21.6","35","839"
08/06/2022 9:20:10 PM,"345","21.5","35","839"
08/06/2022 9:25:10 PM,"344","21.5","35","839"
08/06/2022 9:30:10 PM,"345","21.5","35","839"
08/06/2022 9:35:10 PM,"352","21.4","35","840"
08/06/2022 9:40:10 PM,"339","21.4","35","840"
08/06/2022 9:45:10 PM,"344","21.4","35","840"
08/06/2022 9:50:10 PM,"356","21.4","35","839"
08/06/2022 9:55:10 PM,"344","21.4","35","840"
08/06/2022 10:00:10 PM,"349","21.3","35","840"
08/06/2022 10:05:10 PM,"348","21.4","35","840"
08/06/2022 10:10:10 PM,"347","21.3","35","840"
08/06/2022 10:15:10 PM,"352","21.3","35","840"
08/06/2022 10:20:10 PM,"348","21.3","35","840"
08/06/2022 10:25:10 PM,"353","21.4","35","840"
08/06/2022 10:30:10 PM,"355","21.4","35","839"
08/06/2022 10:35:10 PM,"353","21.5","35","839"
08/06/2022 10:40:10 PM,"355","21.5","35","839"
08/06/2022 10:45:10 PM,"352","21.5","35","839"
08/06/2022 10:50:10 PM,"354","21.5","35","839"
08/06/2022 10:55:10 PM,"340","21.5","35","839"
08/06/2022 11:00:10 PM,"348","21.5","36","839"
08/06/2022 11:05:10 PM,"346","21.4","36","839"
08/06/2022 11:10:10 PM,"352","21.4","36","839"
08/06/2022 11:15:10 PM,"362","21.4","36","839"
08/06/2022 11:20:10 PM,"360","21.4","36","839"
08/06/2022 11:25:10 PM,"360","21.4","36","839"
08/06/2022 11:30:10 PM,"352","21.3","36","839"
08/06/2022 11:35:10 PM,"368","21.3","37","839"
08/06/2022 11:40:10 PM,"365","21.3","37","839"
08/06/2022 11:45:10 PM,"361","21.3","37","839"
08/06/2022 11:50:10 PM,"374","21.3","37","839"
08/06/2022 11:55:10 PM,"369","21.4","37","839"
09/06/2022 12:00:10 AM,"371","21.4","37","839"
09/06/2022 12:05:10 AM,"379","21.5","37","839"
09/06/2022 12:10:10 AM,"370","21.6","37","839"
09/06/2022 12:15:10 AM,"375","21.5","37","839"
09/06/2022 12:20:10 AM,"380","21.5","37","839"
09/06/2022 12:25:10 AM,"382","21.4","37","839"
09/06/2022 12:30:10 AM,"368","21.4","37","839"
09/06/2022 12:35:10 AM,"373","21.3","37","839"
09/06/2022 12:40:10 AM,"384","21.3","37","839"
09/06/2022 12:45:10 AM,"371","21.3","37","839"
09/06/2022 12:50:10 AM,"376","21.3","37","839"
09/06/2022 12:55:10 AM,"379","21.2","37","839"
09/06/2022 1:00:10 AM,"383","21.2","38","839"
09/06/2022 1:05:10 AM,"377","21.3","37","839"
09/06/2022 1:10:10 AM,"375","21.3","37","839"
09/06/2022 1:15:10 AM,"378","21.4","37","838"
09/06/2022 1:20:10 AM,"378","21.4","37","838"
09/06/2022 1:25:10 AM,"381","21.5","37","838"
09/06/2022 1:30:10 AM,"375","21.4","37","838"
09/06/2022 1:35:10 AM,"380","21.4","37","838"
09/06/2022 1:40:10 AM,"364","21.3","37","838"
09/06/2022 1:45:10 AM,"376","21.3","37","838"
09/06/2022 1:50:10 AM,"352","21.3","37","838"
09/06/2022 1:55:10 AM,"347","21.2","37","838"
09/06/2022 2:00:10 AM,"359","21.3","37","838"
09/06/2022 2:05:10 AM,"355","21.3","36","838"
09/06/2022 2:10:10 AM,"366","21.4","36","838"
09/06/2022 2:15:10 AM,"359","21.4","36","838"
09/06/2022 2:20:10 AM,"352","21.5","36","838"
09/06/2022 2:25:10 AM,"339","21.5","36","838"
09/06/2022 2:30:10 AM,"358","21.4","36","838"
09/06/2022 2:35:10 AM,"353","21.4","36","838"
09/06/2022 2:40:10 AM,"359","21.3","36","838"
09/06/2022 2:45:10 AM,"357","21.3","36","838"
09/06/2022 2:50:10 AM,"355","21.3","36","838"
09/06/2022 2:55:10 AM,"357","21.3","36","838"
09/06/2022 3:00:10 AM,"377","21.3","36","838"
09/06/2022 3:05:10 AM,"357","21.4","36","838"
09/06/2022 3:10:10 AM,"359","21.4","36","838"
09/06/2022 3:15:10 AM,"378","21.4","36","838"
09/06/2022 3:20:10 AM,"369","21.4","36","838"
09/06/2022 3:25:10 AM,"377","21.4","36","838"
09/06/2022 3:30:10 AM,"375","21.3","36","838"
09/06/2022 3:35:10 AM,"377","21.3","37","838"
09/06/2022 3:40:10 AM,"374","21.2","37","838"
09/06/2022 3:45:10 AM,"378","21.2","37","838"
09/06/2022 3:50:10 AM,"373","21.3","37","838"
09/06/2022 3:55:10 AM,"381","21.3","36","838"
09/06/2022 4:00:10 AM,"374","21.3","36","838"
09/06/2022 4:05:10 AM,"370","21.4","36","838"
09/06/2022 4:10:10 AM,"364","21.4","36","838"
09/06/2022 4:15:10 AM,"374","21.4","36","838"
09/06/2022 4:20:10 AM,"368","21.3","36","838"
09/06/2022 4:25:10 AM,"371","21.2","36","838"
09/06/2022 4:30:10 AM,"369","21.2","36","838"
09/06/2022 4:35:10 AM,"384","21.2","36","838"
09/06/2022 4:40:10 AM,"383","21.2","36","838"
09/06/2022 4:45:10 AM,"390","21.2","36","838"
09/06/2022 4:50:10 AM,"388","21.3","36","838"
09/06/2022 4:55:10 AM,"374","21.4","36","838"
09/06/2022 5:00:10 AM,"389","21.4","36","838"
09/06/2022 5:05:10 AM,"384","21.4","36","838"
09/06/2022 5:10:10 AM,"387","21.4","36","838"
09/06/2022 5:15:10 AM,"384","21.3","36","838"
09/06/2022 5:20:10 AM,"387","21.2","36","838"
09/06/2022 5:25:10 AM,"389","21.2","36","838"
09/06/2022 5:30:10 AM,"383","21.2","36","838"
09/06/2022 5:35:10 AM,"379","21.2","36","838"
09/06/2022 5:40:10 AM,"393","21.3","36","838"
09/06/2022 5:45:10 AM,"378","21.4","36","838"
09/06/2022 5:50:10 AM,"381","21.4","36","838"
09/06/2022 5:55:10 AM,"381","21.4","36","838"
09/06/2022 6:00:10 AM,"384","21.3","36","838"
09/06/2022 6:05:10 AM,"387","21.3","36","838"
09/06/2022 6:10:10 AM,"387","21.2","36","838"
09/06/2022 6:15:10 AM,"392","21.2","36","838"
09/06/2022 6:20:10 AM,"388","21.2","36","838"
09/06/2022 6:25:10 AM,"398","21.2","36","838"
09/06/2022 6:30:10 AM,"384","21.3","36","838"
09/06/2022 6:35:10 AM,"396","21.3","36","839"
09/06/2022 6:40:10 AM,"399","21.4","36","839"
09/06/2022 6:45:10 AM,"393","21.4","36","839"
09/06/2022 6:50:10 AM,"388","21.3","36","839"
09/06/2022 6:55:10 AM,"385","21.3","36","839"
09/06/2022 7:00:10 AM,"389","21.2","36","839"
09/06/2022 7:05:10 AM,"386","21.2","36","839"
09/06/2022 7:10:10 AM,"379","21.2","36","839"
09/06/2022 7:15:10 AM,"385","21.1","36","839"
09/06/2022 7:20:10 AM,"377","21.2","36","839"
09/06/2022 7:25:10 AM,"377","21.2","36","839"
09/06/2022 7:30:10 AM,"373","21.2","36","839"
09/06/2022 7:35:10 AM,"371","21.3","36","839"
09/06/2022 7:40:10 AM,"379","21.4","36","839"
09/06/2022 7:45:10 AM,"379","21.5","36","838"
09/06/2022 7:50:10 AM,"360","21.4","37","838"
09/06/2022 7:55:10 AM,"360","21.4","37","838"
09/06/2022 8:00:10 AM,"367","21.4","37","838"
09/06/2022 8:05:10 AM,"366","21.4","37","838"
09/06/2022 8:10:10 AM,"357","21.4","37","838"
09/06/2022 8:15:10 AM,"357","21.3","37","838"
09/06/2022 8:20:10 AM,"353","21.3","37","838"
09/06/2022 8:25:10 AM,"350","21.3","37","838"
09/06/2022 8:30:10 AM,"356","21.3","37","838"
09/06/2022 8:35:10 AM,"351","21.3","37","838"
09/06/2022 8:40:10 AM,"345","21.3","37","838"
09/06/2022 8:45:10 AM,"358","21.3","37","838"
09/06/2022 8:50:10 AM,"360","21.3","37","838"
09/06/2022 8:55:10 AM,"354","21.4","37","838"
09/06/2022 9:00:10 AM,"352","21.4","37","838"
09/06/2022 9:05:10 AM,"354","21.5","37","838"
09/06/2022 9:10:10 AM,"353","21.5","37","838"
09/06/2022 9:15:10 AM,"359","21.5","38","838"
09/06/2022 9:20:10 AM,"353","21.4","38","838"
09/06/2022 9:25:10 AM,"350","21.4","38","838"
09/06/2022 9:30:10 AM,"362","21.4","38","838"
09/06/2022 9:35:10 AM,"355","21.4","38","838"
09/06/2022 9:40:10 AM,"358","21.4","39","838"
09/06/2022 9:45:10 AM,"360","21.4","39","838"
09/06/2022 9:50:10 AM,"345","21.4","39","838"
09/06/2022 9:55:10 AM,"352","21.4","39","838"
09/06/2022 10:00:10 AM,"362","21.4","39","838"
09/06/2022 10:05:10 AM,"351","21.4","39","838"
09/06/2022 10:10:10 AM,"360","21.4","39","838"
09/06/2022 10:15:10 AM,"357","21.4","40","838"
09/06/2022 10:20:10 AM,"371","21.4","40","838"
09/06/2022 10:25:10 AM,"355","21.4","40","838"
09/06/2022 10:30:10 AM,"357","21.4","41","838"
09/06/2022 10:35:10 AM,"362","21.4","41","838"
09/06/2022 10:40:10 AM,"353","21.4","41","838"
09/06/2022 10:45:10 AM,"362","21.4","41","838"
09/06/2022 10:50:10 AM,"363","21.5","42","838"
09/06/2022 10:55:10 AM,"396","21.6","42","838"
09/06/2022 11:00:10 AM,"413","21.6","42","838"
09/06/2022 11:05:10 AM,"432","21.6","42","838"
09/06/2022 11:10:10 AM,"421","21.6","42","838"
09/06/2022 11:15:10 AM,"425","21.7","43","838"
09/06/2022 11:20:10 AM,"410","21.7","43","838"
09/06/2022 11:25:10 AM,"399","21.7","43","838"
09/06/2022 11:30:10 AM,"412","21.7","43","838"
09/06/2022 11:35:10 AM,"400","21.7","43","838"
09/06/2022 11:40:10 AM,"386","21.7","42","837"
09/06/2022 11:45:10 AM,"389","21.7","42","837"
09/06/2022 11:50:10 AM,"391","21.7","42","837"
09/06/2022 11:55:10 AM,"382","21.7","42","837"
09/06/2022 12:00:10 PM,"391","21.7","42","837"
09/06/2022 12:05:10 PM,"402","21.7","42","837"
09/06/2022 12:10:10 PM,"402","21.7","42","837"
09/06/2022 12:15:10 PM,"408","21.6","42","837"
09/06/2022 12:20:10 PM,"396","21.7","42","837"
09/06/2022 12:25:10 PM,"401","21.6","42","837"
09/06/2022 12:30:10 PM,"407","21.7","42","837"
09/06/2022 12:35:10 PM,"390","21.7","42","837"
09/06/2022 12:40:10 PM,"381","21.6","41","837"
09/06/2022 12:45:10 PM,"374","21.6","41","837"
09/06/2022 12:50:10 PM,"380","21.6","41","837"
09/06/2022 12:55:10 PM,"385","21.6","40","837"
09/06/2022 1:00:10 PM,"365","21.6","40","837"
09/06/2022 1:05:10 PM,"358","21.6","39","836"
09/06/2022 1:10:10 PM,"370","21.5","39","836"
09/06/2022 1:15:10 PM,"365","21.6","39","836"
09/06/2022 1:20:10 PM,"362","21.5","38","836"
09/06/2022 1:25:10 PM,"354","21.5","38","836"
09/06/2022 1:30:10 PM,"364","21.5","38","836"
09/06/2022 1:35:10 PM,"346","21.5","38","836"
09/06/2022 1:40:10 PM,"342","21.5","38","836"
09/06/2022 1:45:10 PM,"344","21.5","38","836"
09/06/2022 1:50:10 PM,"349","21.5","38","836"
09/06/2022 1:55:10 PM,"353","21.5","37","836"
09/06/2022 2:00:10 PM,"357","21.6","37","836"
09/06/2022 2:05:10 PM,"359","21.7","36","836"
09/06/2022 2:10:10 PM,"345","21.7","36","836"
09/06/2022 2:15:10 PM,"351","21.7","36","836"
09/06/2022 2:20:10 PM,"339","21.7","36","836"
09/06/2022 2:25:10 PM,"343","21.6","36","836"
09/06/2022 2:30:10 PM,"351","21.6","35","836"
09/06/2022 2:35:10 PM,"359","21.6","35","836"
09/06/2022 2:40:10 PM,"349","21.5","35","836"
09/06/2022 2:45:10 PM,"341","21.5","35","836"
09/06/2022 2:50:10 PM,"346","21.5","35","836"
09/06/2022 2:55:10 PM,"348","21.5","35","836"
09/06/2022 3:00:10 PM,"353","21.5","35","836"
09/06/2022 3:05:10 PM,"342","21.5","35","836"
09/06/2022 3:10:10 PM,"349","21.5","35","836"
09/06/2022 3:15:10 PM,"329","21.4","35","836"
09/06/2022 3:20:10 PM,"343","21.5","35","836"
09/06/2022 3:25:10 PM,"350","21.5","35","836"
09/06/2022 3:30:10 PM,"347","21.6","34","836"
09/06/2022 3:35:10 PM,"345","21.7","34","836"
09/06/2022 3:40:10 PM,"349","21.6","34","836"
09/06/2022 3:45:10 PM,"337","21.6","34","836"
09/06/2022 3:50:10 PM,"330","21.6","34","836"
09/06/2022 3:55:10 PM,"337","21.5","34","836"
09/06/2022 4:00:10 PM,"333","21.5","34","836"
09/06/2022 4:05:10 PM,"341","21.5","34","836"
09/06/2022 4:10:10 PM,"332","21.4","34","836"
09/06/2022 4:15:10 PM,"339","21.5","34","836"
09/06/2022 4:20:10 PM,"338","21.4","34","836"
09/06/2022 4:25:10 PM,"335","21.4","33","836"
09/06/2022 4:30:10 PM,"351","21.4","33","836"
09/06/2022 4:35:10 PM,"338","21.4","33","836"
09/06/2022 4:40:10 PM,"352","21.5","33","836"
09/06/2022 4:45:10 PM,"335","21.5","33","836"
09/06/2022 4:50:10 PM,"336","21.6","33","836"
09/06/2022 4:55:10 PM,"340","21.6","33","836"
09/06/2022 5:00:10 PM,"342","21.6","33","836"
09/06/2022 5:05:10 PM,"336","21.6","33","836"
09/06/2022 5:10:10 PM,"337","21.6","33","836"
09/06/2022 5:15:10 PM,"341","21.5","33","836"
09/06/2022 5:20:10 PM,"345","21.5","33","836"
09/06/2022 5:25:10 PM,"331","21.5","33","836"
09/06/2022 5:30:10 PM,"341","21.5","33","836"
09/06/2022 5:35:10 PM,"336","21.5","33","836"
09/06/2022 5:40:10 PM,"334","21.5","33","836"
09/06/2022 5:45:10 PM,"353","21.4","33","836"
09/06/2022 5:50:10 PM,"344","21.4","33","836"
09/06/2022 5:55:10 PM,"338","21.5","34","836"
09/06/2022 6:00:10 PM,"337","21.6","34","836"
09/06/2022 6:05:10 PM,"335","21.6","34","836"
09/06/2022 6:10:10 PM,"341","21.6","34","836"
09/06/2022 6:15:10 PM,"332","21.6","34","836"
09/06/2022 6:20:10 PM,"326","21.5","34","836"
09/06/2022 6:25:10 PM,"352","21.5","34","836"
09/06/2022 6:30:10 PM,"332","21.5","34","836"
09/06/2022 6:35:10 PM,"351","21.5","35","836"
09/06/2022 6:40:10 PM,"343","21.5","35","836"
09/06/2022 6:45:10 PM,"351","21.5","35","836"
09/06/2022 6:50:10 PM,"350","21.5","35","837"
09/06/2022 6:55:10 PM,"341","21.5","35","837"
09/06/2022 7:00:10 PM,"340","21.5","35","837"
09/06/2022 7:05:10 PM,"345","21.5","35","837"
09/06/2022 7:10:10 PM,"358","21.4","35","837"
09/06/2022 7:15:10 PM,"332","21.5","35","837"
09/06/2022 7:20:10 PM,"344","21.5","35","837"
09/06/2022 7:25:10 PM,"340","21.4","35","837"
09/06/2022 7:30:10 PM,"343","21.5","35","837"
09/06/2022 7:35:10 PM,"350","21.5","35","837"
09/06/2022 7:40:10 PM,"344","21.5","35","837"
09/06/2022 7:45:10 PM,"338","21.5","35","837"
09/06/2022 7:50:10 PM,"332","21.5","35","837"
09/06/2022 7:55:10 PM,"337","21.5","35","837"
09/06/2022 8:00:10 PM,"345","21.5","35","837"
09/06/2022 8:05:10 PM,"335","21.5","35","837"
09/06/2022 8:10:10 PM,"350","21.5","35","838"
09/06/2022 8:15:10 PM,"340","21.5","35","837"
09/06/2022 8:20:10 PM,"346","21.4","35","838"
09/06/2022 8:25:10 PM,"352","21.5","35","838"
09/06/2022 8:30:10 PM,"355","21.5","35","838"
09/06/2022 8:35:10 PM,"353","21.6","35","838"
09/06/2022 8:40:10 PM,"343","21.6","35","838"
09/06/2022 8:45:10 PM,"355","21.6","35","838"
09/06/2022 8:50:10 PM,"350","21.6","35","838"
09/06/2022 8:55:10 PM,"355","21.6","35","838"
09/06/2022 9:00:10 PM,"352","21.5","35","838"
09/06/2022 9:05:10 PM,"357","21.5","36","838"
09/06/2022 9:10:10 PM,"354","21.5","36","838"
09/06/2022 9:15:10 PM,"351","21.4","35","838"
09/06/2022 9:20:10 PM,"362","21.4","35","838"
09/06/2022 9:25:10 PM,"360","21.4","35","838"
09/06/2022 9:30:10 PM,"355","21.4","35","838"
09/06/2022 9:35:10 PM,"360","21.5","35","838"
09/06/2022 9:40:10 PM,"349","21.5","35","838"
09/06/2022 9:45:10 PM,"348","21.6","35","838"
09/06/2022 9:50:10 PM,"351","21.5","35","839"
09/06/2022 9:55:10 PM,"347","21.5","35","839"
09/06/2022 10:00:10 PM,"348","21.5","35","839"
09/06/2022 10:05:10 PM,"364","21.4","35","839"
09/06/2022 10:10:10 PM,"352","21.4","35","840"
09/06/2022 10:15:10 PM,"360","21.4","35","840"
09/06/2022 10:20:10 PM,"356","21.4","35","840"
09/06/2022 10:25:10 PM,"362","21.4","36","840"
09/06/2022 10:30:10 PM,"358","21.4","36","840"
09/06/2022 10:35:10 PM,"358","21.4","36","840"
09/06/2022 10:40:10 PM,"363","21.5","36","840"
09/06/2022 10:45:10 PM,"368","21.6","36","840"
09/06/2022 10:50:10 PM,"349","21.6","36","840"
09/06/2022 10:55:10 PM,"359","21.5","36","840"
09/06/2022 11:00:10 PM,"368","21.5","36","840"
09/06/2022 11:05:10 PM,"375","21.5","36","840"
09/06/2022 11:10:10 PM,"369","21.5","37","840"
09/06/2022 11:15:10 PM,"351","21.4","37","841"
09/06/2022 11:20:10 PM,"365","21.4","37","841"
09/06/2022 11:25:10 PM,"349","21.4","38","841"
09/06/2022 11:30:10 PM,"358","21.4","38","841"
09/06/2022 11:35:10 PM,"351","21.5","38","841"
09/06/2022 11:40:10 PM,"347","21.5","38","841"
09/06/2022 11:45:10 PM,"354","21.6","38","841"
09/06/2022 11:50:10 PM,"345","21.6","38","841"
09/06/2022 11:55:10 PM,"356","21.6","39","841"
10/06/2022 12:00:10 AM,"353","21.5","39","841"
10/06/2022 12:05:10 AM,"361","21.5","39","841"
10/06/2022 12:10:10 AM,"350","21.5","39","841"
10/06/2022 12:15:10 AM,"349","21.5","39","841"
10/06/2022 12:20:10 AM,"360","21.5","40","841"
10/06/2022 12:25:10 AM,"342","21.4","40","841"
10/06/2022 12:30:10 AM,"354","21.4","40","841"
10/06/2022 12:35:10 AM,"356","21.4","40","841"
10/06/2022 12:40:10 AM,"360","21.4","40","841"
10/06/2022 12:45:10 AM,"344","21.4","40","841"
10/06/2022 12:50:10 AM,"360","21.4","40","841"
10/06/2022 12:55:10 AM,"351","21.4","40","841"
10/06/2022 1:00:10 AM,"363","21.5","40","841"
10/06/2022 1:05:10 AM,"367","21.5","40","841"
10/06/2022 1:10:10 AM,"361","21.6","41","841"
10/06/2022 1:15:10 AM,"359","21.5","41","841"
10/06/2022 1:20:10 AM,"362","21.5","41","841"
10/06/2022 1:25:10 AM,"363","21.5","41","841"
10/06/2022 1:30:10 AM,"352","21.4","41","841"
10/06/2022 1:35:10 AM,"368","21.4","41","841"
10/06/2022 1:40:10 AM,"367","21.4","41","841"
10/06/2022 1:45:10 AM,"374","21.4","41","841"
10/06/2022 1:50:10 AM,"367","21.4","41","841"
10/06/2022 1:55:10 AM,"365","21.4","41","841"
10/06/2022 2:00:10 AM,"377","21.4","42","841"
10/06/2022 2:05:10 AM,"374","21.4","42","841"
10/06/2022 2:10:10 AM,"371","21.4","42","841"
10/06/2022 2:15:10 AM,"379","21.5","42","841"
10/06/2022 2:20:10 AM,"367","21.5","42","841"
10/06/2022 2:25:10 AM,"383","21.6","42","840"
10/06/2022 2:30:10 AM,"374","21.6","42","841"
10/06/2022 2:35:10 AM,"382","21.5","42","841"
10/06/2022 2:40:10 AM,"379","21.5","42","840"
10/06/2022 2:45:10 AM,"375","21.5","42","840"
10/06/2022 2:50:10 AM,"382","21.4","42","840"
10/06/2022 2:55:10 AM,"372","21.4","42","840"
10/06/2022 3:00:10 AM,"372","21.4","42","840"
10/06/2022 3:05:10 AM,"379","21.4","42","840"
10/06/2022 3:10:10 AM,"378","21.4","42","840"
10/06/2022 3:15:10 AM,"383","21.5","42","840"
10/06/2022 3:20:10 AM,"387","21.5","42","840"
10/06/2022 3:25:10 AM,"386","21.6","42","840"
10/06/2022 3:30:10 AM,"386","21.6","42","840"
10/06/2022 3:35:10 AM,"380","21.6","42","840"
10/06/2022 3:40:10 AM,"384","21.5","42","840"
10/06/2022 3:45:10 AM,"382","21.5","42","840"
10/06/2022 3:50:10 AM,"384","21.5","42","840"
10/06/2022 3:55:10 AM,"386","21.5","42","840"
10/06/2022 4:00:10 AM,"368","21.5","42","840"
10/06/2022 4:05:10 AM,"383","21.4","42","840"
10/06/2022 4:10:10 AM,"374","21.4","42","840"
10/06/2022 4:15:10 AM,"390","21.4","42","840"
10/06/2022 4:20:10 AM,"379","21.4","42","840"
10/06/2022 4:25:10 AM,"385","21.4","42","840"
10/06/2022 4:30:10 AM,"386","21.4","42","840"
10/06/2022 4:35:10 AM,"390","21.4","42","840"
10/06/2022 4:40:10 AM,"382","21.4","42","840"
10/06/2022 4:45:10 AM,"384","21.4","42","840"
10/06/2022 4:50:10 AM,"384","21.3","42","840"
10/06/2022 4:55:10 AM,"389","21.4","42","840"
10/06/2022 5:00:10 AM,"383","21.3","42","840"
10/06/2022 5:05:10 AM,"391","21.3","42","840"
10/06/2022 5:10:10 AM,"385","21.3","42","840"
10/06/2022 5:15:10 AM,"382","21.3","42","840"
10/06/2022 5:20:10 AM,"379","21.3","42","840"
10/06/2022 5:25:10 AM,"380","21.3","42","840"
10/06/2022 5:30:10 AM,"382","21.4","42","840"
10/06/2022 5:35:10 AM,"386","21.4","42","840"
10/06/2022 5:40:10 AM,"380","21.5","42","840"
10/06/2022 5:45:10 AM,"380","21.6","42","840"
10/06/2022 5:50:10 AM,"387","21.6","42","840"
10/06/2022 5:55:10 AM,"375","21.5","42","840"
10/06/2022 6:00:10 AM,"384","21.5","42","840"
10/06/2022 6:05:10 AM,"386","21.4","42","840"
10/06/2022 6:10:10 AM,"383","21.4","42","840"
10/06/2022 6:15:10 AM,"385","21.4","42","840"
10/06/2022 6:20:10 AM,"374","21.3","42","840"
10/06/2022 6:25:10 AM,"380","21.4","42","840"
10/06/2022 6:30:10 AM,"367","21.3","42","840"
10/06/2022 6:35:10 AM,"376","21.3","42","840"
10/06/2022 6:40:10 AM,"374","21.4","42","840"
10/06/2022 6:45:10 AM,"380","21.3","42","840"
10/06/2022 6:50:10 AM,"388","21.4","42","840"
10/06/2022 6:55:10 AM,"376","21.4","42","840"
10/06/2022 7:00:10 AM,"375","21.4","42","840"
10/06/2022 7:05:10 AM,"371","21.5","42","840"
10/06/2022 7:10:10 AM,"366","21.5","41","840"
10/06/2022 7:15:10 AM,"371","21.5","41","840"
10/06/2022 7:20:10 AM,"375","21.5","41","840"
10/06/2022 7:25:10 AM,"360","21.5","41","840"
10/06/2022 7:30:10 AM,"366","21.5","41","840"
10/06/2022 7:35:10 AM,"363","21.5","42","840"
10/06/2022 7:40:10 AM,"370","21.5","42","840"
10/06/2022 7:45:10 AM,"369","21.6","42","840"
10/06/2022 7:50:10 AM,"371","21.6","42","840"
10/06/2022 7:55:10 AM,"367","21.6","42","840"
10/06/2022 8:00:10 AM,"354","21.6","42","840"
10/06/2022 8:05:10 AM,"372","21.6","42","840"
10/06/2022 8:10:10 AM,"359","21.6","43","840"
10/06/2022 8:15:10 AM,"355","21.6","43","840"
10/06/2022 8:20:10 AM,"372","21.6","43","840"
10/06/2022 8:25:10 AM,"358","21.6","43","840"
10/06/2022 8:30:10 AM,"361","21.7","43","840"
10/06/2022 8:35:10 AM,"347","21.7","43","840"
10/06/2022 8:40:10 AM,"353","21.7","43","840"
10/06/2022 8:45:10 AM,"354","21.8","43","840"
10/06/2022 8:50:10 AM,"351","21.8","43","840"
10/06/2022 8:55:10 AM,"352","21.8","44","840"
