Sample File,C:\Users\VanceLab\Desktop\VL_CU_APS_Troubleshoot_27062022\20220627_troubleshooting_1.A21
Sample Time,45
Density,1
Stokes Correction,off
Lower Channel Bound,0.486968
Upper Channel Bound,20.5353
Sample #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
2.839,0.0426658,0.127997,0.170663,0.255995,0.170663,0.0853316,0.0853316,0.0853316,0.127997,0.170663,0,0.0853316,0.0426658,0,0.0426658,0,0,0,0,0.0853316,0.0426658,0.0853316,0.0426658,0,0,0,0,0.0426658,0,0,0,0,0,2.00529
3.051,0.127997,0.213329,0.255995,0.0853316,0.170663,0,0,0.0426658,0.0853316,0.0426658,0.0426658,0.0426658,0,0,0,0,0,0,0,0.127997,0.0426658,0,0,0,0,0,0,0.0853316,0.0426658,0,0,0,0,1.06665
3.278,0,0.0853316,0.0853316,0.298661,0.127997,0.0426658,0,0.127997,0.0426658,0.0853316,0.0426658,0.0426658,0.0426658,0,0,0,0,0,0,0.0426658,0.0426658,0,0.0853316,0,0,0,0,0.0853316,0,0,0,0,0,1.02398
3.523,0.0426658,0,0.0853316,0.0426658,0.0853316,0.0426658,0,0,0.0426658,0.0426658,0,0.0853316,0.0426658,0,0,0,0,0,0,0.0426658,0,0.0426658,0.0853316,0,0,0,0,0.0853316,0,0,0,0,0,0.469324
3.786,0.0853316,0,0,0.0853316,0.0426658,0,0.0426658,0,0,0,0,0.0426658,0.0853316,0,0,0,0,0,0,0.0426658,0.0853316,0,0.0426658,0,0,0,0.0426658,0.0426658,0,0,0,0,0,0.639987
4.068,0,0,0.0426658,0.0426658,0.127997,0.0426658,0,0,0,0,0,0.0426658,0,0,0,0,0,0,0,0,0.0426658,0,0,0,0,0,0,0,0,0,0,0,0,0.298661
4.371,0,0.0426658,0,0.0853316,0,0,0,0.0853316,0.0426658,0,0,0,0,0,0,0,0,0,0,0.0426658,0,0.0426658,0,0,0,0,0,0,0,0,0,0,0,0.170663
4.698,0.0426658,0,0,0,0.0426658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0426658,0,0,0,0,0,0,0,0,0,0,0,0,0.170663
5.048,0,0,0,0,0,0,0,0.0426658,0,0,0,0,0.0426658,0,0,0,0,0,0,0,0,0,0.0426658,0,0,0,0,0.0426658,0,0,0,0,0,0.0853316
5.425,0.0426658,0.0426658,0.0853316,0,0,0.0426658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.829,0,0,0,0,0.0426658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.264,0,0,0,0.0426658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0426658
6.732,0,0,0,0,0.0426658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.234,0,0,0,0,0.0426658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.774,0.0426658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0426658,0,0,0,0,0,0,0,0,0,0,0,0.0426658
8.354,0.0426658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.977,0,0,0.0426658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0426658,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.37,0.0853316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.14,0,0,0.0426658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.82,0.0426658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0426658,0,0,0,0,0,0,0,0,0,0,0
15.96,0.0426658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Event 1,29862,61331,52077,46888,42262,41073,40229,39655,39640,38494,150,164,153,1472,1403,1199,1158,1123,1037,161,200,211,201,867,930,970,1348,912,921,1108,957,921,992,5354
Event 3,77,92,67,68,61,9644,9581,9500,9275,9589,0,0,0,73,78,75,56,57,54,0,2,1,3,129,137,113,150,115,97,71,62,61,74,291
Event 4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dead Time,187,321,283,258,238,365,360,355,352,351,0,0,0,149,152,143,128,123,108,1,1,1,1,181,195,180,199,185,166,136,131,134,134,232
Inlet Pressure,840.8,842.2,841.1,841.1,840.5,840.5,840.5,840.8,840.2,841.1,840.8,839.9,839.9,840.8,840.5,839.9,840.5,840.2,840.2,835.8,836.4,834.9,835.5,836.4,836.1,835.8,835.8,835.8,835.8,835.2,836.4,836.7,836.7,836.4
Total Flow,4.97,4.98,4.98,4.98,4.98,4.97,4.98,4.97,4.98,4.98,4.98,4.98,4.98,4.98,4.98,4.98,4.97,4.97,4.97,4.98,4.97,4.97,4.98,4.98,4.98,4.97,4.97,4.98,4.98,4.98,4.97,4.98,4.98,4.97
Sheath Flow,3.98,3.97,3.99,3.98,3.98,3.97,4.01,3.97,3.98,3.98,3.99,3.99,3.99,4.01,4,3.99,3.98,3.99,3.95,3.98,4,4.01,3.99,3.99,3.97,3.97,4,4,3.97,3.98,3.99,4,3.97,3.96
Analog Input Voltage 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Analog Input Voltage 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Input Level 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Input Level 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Input Level 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laser Power,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
Laser Current,41.5,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.7,41.6,41.6,41.6,41.7,41.7,41.7,41.7,41.7,41.7,41.9,41.9,41.9,41.9,41.9,41.9,41.9,42,42,42,42,42,42,42,42
Sheath Pump Voltage,2.635,2.64,2.634,2.638,2.633,2.65,2.623,2.634,2.638,2.649,2.751,2.733,2.73,2.74,2.738,2.73,2.736,2.73,2.734,2.72,2.72,2.718,2.719,2.739,2.74,2.734,2.724,2.733,2.738,2.72,2.735,2.719,2.719,2.729
Total Pump Voltage,2.832,2.825,2.82,2.815,2.819,2.813,2.817,2.815,2.816,2.814,2.795,2.794,2.793,2.794,2.796,2.791,2.794,2.794,2.792,2.879,2.878,2.88,2.881,2.873,2.867,2.875,2.873,2.873,2.874,2.873,2.869,2.867,2.865,2.873
Box Temperature,23.4,25,26.4,27.5,28.4,28.9,29.2,29.4,29.9,29.7,28.4,28.8,29.1,29.4,29.5,29.7,29.9,30,30.1,30.2,30.3,30.5,30.6,30.8,31.2,31.1,31.3,31.4,31.3,30.8,30.8,30.7,30.7,30.7
Avalanch Photo Diode Temperature,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,27,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5
Avalanch Photo Diode Voltage,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,231,231,231,231,231,231,231,231,231,231,231,231,231
Status Flags,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000
Median(µm),0.89885,0.907263,0.912035,0.925619,0.895482,0.847826,0.853821,0.85153,0.849572,0.851062,0.709446,0.700887,0.692896,0.817644,0.816731,0.818664,0.818654,0.818358,0.819511,0.691818,0.661922,0.675389,0.674042,0.661376,0.662328,0.659924,0.659887,0.662918,0.665209,0.661593,0.661537,0.664044,0.660703,0.69046
Mean(µm),1.20324,1.06635,1.09921,1.10075,1.11099,0.859961,0.864837,0.863934,0.86177,0.86308,0.829004,0.938111,0.887402,0.804739,0.804049,0.805623,0.80627,0.806012,0.808024,1.04957,0.95995,0.972797,1.14365,0.661214,0.662082,0.659641,0.661685,0.665986,0.666398,0.662588,0.662212,0.664544,0.661644,0.790811
Geo. Mean(µm),1.00931,0.971435,0.984596,0.992538,0.986644,0.85227,0.857844,0.856486,0.854412,0.855847,0.77833,0.823115,0.788967,0.801177,0.800477,0.802156,0.802597,0.802399,0.804314,0.855335,0.808847,0.809859,0.877915,0.65802,0.658931,0.656541,0.657657,0.661262,0.662698,0.658905,0.65877,0.661056,0.658183,0.75129
Mode(µm),0.777365,0.723394,0.67317,0.897687,0.777365,0.835363,0.835363,0.835363,0.835363,0.835363,0.67317,0.67317,0.626434,0.835363,0.835363,0.835363,0.835363,0.835363,0.835363,0.542469,0.542469,0.542469,0.542469,0.67317,0.67317,0.67317,0.67317,0.67317,0.67317,0.67317,0.67317,0.67317,0.67317,0.67317
Geo. Std. Dev.,1.64276,1.51108,1.53989,1.53432,1.5651,1.13759,1.13178,1.13451,1.13451,1.13361,1.37672,1.56289,1.50584,1.10004,1.10002,1.09898,1.10116,1.10045,1.10123,1.72219,1.65648,1.66551,1.82051,1.10253,1.10184,1.10148,1.1121,1.11826,1.10793,1.10848,1.10567,1.10603,1.10586,1.33625
Total Conc.(#/cm³),41.6325,86.1729,72.9532,65.5934,58.9735,91.3395,89.8395,88.5702,88.1236,86.9943,0.451991,0.486657,0.453324,48.935,49.975,46.8097,41.8098,40.2352,35.7806,0.530656,0.562655,0.622654,0.587988,59.6748,63.8814,59.3481,66.18,61.2094,54.6602,45.5458,43.8058,44.7244,44.8271,81.0904
