Sample File,C:\Users\VanceLab\Desktop\VL_CU_SMPS_APS_CADR_20220726\VL_CU_SMPS_CADR_20220726_SmokeOreck_Trial2.S82,
AIM Version,10.3.1.0
Classifier Model,3082       ,Classifier S/N,3082021905001   ,Classifier Firmware Version,2.60
Neutralizer Model,3088,Neutralizer S/N,3088011906004
Impactor (cm),0.071,Impactor S/N,7100764
DMA Model,3081,DMA S/N,3081A1903007
DMA Inner Radius (cm),0.937
DMA Outer Radius (cm),1.961
DMA Characteristic Length (cm),44.369
HV Polarity,NEG,
Detector Model,3750,Detector S/N,3750190603,Nano Enhancer , None
Detector Sample Flow (L/min),1.00,Detector Inlet Flow (L/min),1.00
Reference Gas Viscosity (Pa*s),1.832450e-005
Reference Mean Free Path (m),6.730000e-008
Reference Gas Temperature (K),296.15
Reference Gas Pressure (kPa),101.30
Sutherland Constant (K),110.40
Tube Length (cm),25.40
Tube Diameter (cm),0.48
Channels/Decade,64
Multiple Charge Correction,TRUE
Nanoparticle Agglomerate Mobility Analysis,FALSE
Diffusion Correction,TRUE
Units,Concentration (DW)
Weight,Mass
Sample #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
 16.8,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.002,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 17.5,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.002,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 18.1,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.002,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 18.8,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.003,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 19.5,0.000,0.000,0.000,0.000,0.000,0.000,0.007,0.003,0.002,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 20.2,0.000,0.000,0.000,0.000,0.000,0.000,0.008,0.004,0.002,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 20.9,0.000,0.000,0.000,0.000,0.000,0.000,0.009,0.004,0.002,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 21.7,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.005,0.002,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 22.5,0.000,0.000,0.000,0.000,0.000,0.000,0.012,0.005,0.003,0.002,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 23.3,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.006,0.003,0.002,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 24.1,0.000,0.000,0.000,0.000,0.000,0.000,0.015,0.007,0.004,0.002,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 25.0,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.008,0.005,0.003,0.002,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 25.9,0.000,0.000,0.000,0.000,0.000,0.000,0.020,0.010,0.006,0.003,0.002,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 26.9,0.000,0.000,0.000,0.000,0.000,0.000,0.023,0.012,0.007,0.004,0.003,0.002,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 27.9,0.000,0.000,0.000,0.000,0.000,0.000,0.026,0.013,0.008,0.005,0.003,0.002,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 28.9,0.000,0.000,0.000,0.000,0.000,0.000,0.030,0.015,0.009,0.006,0.004,0.002,0.002,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 30.0,0.000,0.000,0.000,0.000,0.000,0.000,0.034,0.018,0.011,0.006,0.004,0.003,0.002,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 31.1,0.000,0.000,0.000,0.000,0.000,0.000,0.039,0.021,0.013,0.008,0.005,0.003,0.002,0.002,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 32.2,0.000,0.000,0.000,0.000,0.000,0.001,0.044,0.024,0.015,0.009,0.006,0.004,0.003,0.002,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 33.4,0.000,0.000,0.000,0.000,0.000,0.001,0.050,0.028,0.017,0.011,0.007,0.005,0.003,0.002,0.001,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 34.6,0.000,0.000,0.000,0.000,0.000,0.002,0.058,0.033,0.020,0.013,0.008,0.005,0.004,0.003,0.002,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 35.9,0.000,0.000,0.000,0.000,0.000,0.004,0.066,0.037,0.024,0.014,0.010,0.007,0.004,0.003,0.002,0.001,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 37.2,0.000,0.000,0.000,0.000,0.000,0.006,0.076,0.044,0.027,0.017,0.011,0.008,0.005,0.004,0.002,0.002,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 38.5,0.000,0.000,0.000,0.000,0.000,0.009,0.087,0.050,0.031,0.020,0.013,0.009,0.006,0.004,0.003,0.002,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 40.0,0.000,0.000,0.000,0.000,0.000,0.010,0.099,0.058,0.037,0.023,0.016,0.011,0.007,0.005,0.003,0.002,0.002,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 41.4,0.000,0.000,0.000,0.000,0.000,0.013,0.113,0.067,0.043,0.027,0.018,0.013,0.009,0.006,0.004,0.003,0.002,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 42.9,0.000,0.000,0.000,0.000,0.000,0.016,0.130,0.077,0.049,0.032,0.022,0.015,0.010,0.007,0.005,0.003,0.002,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 44.5,0.000,0.000,0.000,0.000,0.000,0.020,0.149,0.092,0.057,0.037,0.025,0.018,0.011,0.008,0.005,0.004,0.003,0.002,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000
 46.1,0.000,0.000,0.000,0.000,0.000,0.025,0.173,0.107,0.068,0.044,0.028,0.020,0.014,0.009,0.006,0.005,0.003,0.002,0.002,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000
 47.8,0.000,0.000,0.000,0.000,0.000,0.038,0.198,0.124,0.079,0.052,0.034,0.024,0.016,0.011,0.008,0.005,0.004,0.002,0.002,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000
 49.6,0.000,0.000,0.000,0.000,0.000,0.057,0.234,0.150,0.092,0.060,0.041,0.028,0.020,0.013,0.009,0.007,0.004,0.003,0.002,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000
 51.4,0.000,0.000,0.000,0.000,0.000,0.077,0.269,0.174,0.108,0.071,0.048,0.032,0.022,0.015,0.010,0.007,0.005,0.004,0.002,0.002,0.001,0.001,0.001,0.000,0.000,0.000,0.000
 53.3,0.000,0.000,0.000,0.000,0.000,0.103,0.317,0.202,0.128,0.084,0.058,0.038,0.027,0.017,0.012,0.008,0.005,0.004,0.003,0.002,0.001,0.001,0.001,0.000,0.000,0.000,0.000
 55.2,0.000,0.000,0.000,0.000,0.000,0.147,0.367,0.236,0.149,0.098,0.067,0.044,0.031,0.020,0.014,0.010,0.007,0.005,0.003,0.002,0.001,0.001,0.001,0.000,0.000,0.000,0.000
 57.3,0.000,0.000,0.000,0.000,0.000,0.202,0.430,0.276,0.175,0.117,0.080,0.053,0.036,0.025,0.016,0.011,0.008,0.005,0.004,0.002,0.002,0.001,0.001,0.001,0.000,0.000,0.000
 59.4,0.000,0.000,0.000,0.000,0.000,0.285,0.505,0.325,0.207,0.139,0.092,0.061,0.043,0.028,0.019,0.013,0.009,0.006,0.004,0.003,0.002,0.001,0.001,0.001,0.000,0.000,0.000
 61.5,0.000,0.000,0.000,0.000,0.000,0.360,0.590,0.378,0.243,0.163,0.109,0.070,0.050,0.033,0.023,0.016,0.011,0.007,0.005,0.003,0.002,0.002,0.001,0.001,0.001,0.000,0.000
 63.8,0.000,0.000,0.000,0.000,0.000,0.433,0.685,0.442,0.284,0.190,0.125,0.084,0.057,0.039,0.026,0.018,0.012,0.008,0.005,0.004,0.002,0.002,0.001,0.001,0.001,0.000,0.000
 66.1,0.000,0.000,0.000,0.000,0.000,0.525,0.815,0.515,0.331,0.222,0.149,0.098,0.066,0.045,0.030,0.020,0.014,0.010,0.006,0.004,0.003,0.002,0.001,0.001,0.001,0.000,0.000
 68.5,0.001,0.000,0.000,0.000,0.000,0.661,0.952,0.595,0.394,0.258,0.171,0.111,0.076,0.051,0.037,0.023,0.016,0.012,0.007,0.005,0.003,0.002,0.001,0.001,0.001,0.000,0.000
 71.0,0.001,0.000,0.000,0.000,0.000,0.757,1.064,0.682,0.439,0.293,0.192,0.128,0.086,0.060,0.040,0.027,0.019,0.011,0.008,0.005,0.004,0.003,0.002,0.001,0.001,0.001,0.000
 73.7,0.000,0.000,0.000,0.000,0.000,0.942,1.209,0.765,0.490,0.324,0.214,0.145,0.095,0.067,0.045,0.029,0.021,0.013,0.009,0.006,0.004,0.003,0.002,0.001,0.001,0.001,0.000
 76.4,0.001,0.000,0.000,0.000,0.000,1.219,1.422,0.897,0.580,0.372,0.248,0.167,0.111,0.079,0.051,0.033,0.024,0.015,0.009,0.007,0.005,0.003,0.002,0.001,0.001,0.000,0.000
 79.1,0.001,0.000,0.000,0.000,0.000,1.509,1.658,1.053,0.670,0.434,0.286,0.189,0.125,0.087,0.058,0.039,0.026,0.017,0.012,0.008,0.005,0.004,0.002,0.002,0.001,0.001,0.001
 82.0,0.001,0.000,0.000,0.000,0.000,1.794,1.896,1.218,0.776,0.495,0.331,0.225,0.145,0.098,0.068,0.043,0.030,0.018,0.013,0.008,0.006,0.004,0.003,0.002,0.001,0.001,0.001
 85.1,0.001,0.000,0.000,0.000,0.000,2.114,2.215,1.400,0.899,0.572,0.374,0.253,0.163,0.112,0.078,0.048,0.035,0.022,0.014,0.010,0.007,0.004,0.003,0.002,0.002,0.001,0.001
 88.2,0.001,0.001,0.000,0.000,0.000,2.521,2.567,1.597,1.028,0.658,0.443,0.295,0.199,0.128,0.087,0.056,0.038,0.024,0.016,0.010,0.007,0.005,0.004,0.002,0.001,0.001,0.001
 91.4,0.001,0.000,0.000,0.000,0.000,3.036,2.973,1.868,1.155,0.763,0.512,0.348,0.223,0.152,0.097,0.065,0.043,0.028,0.018,0.013,0.009,0.006,0.003,0.003,0.002,0.001,0.001
 94.7,0.001,0.000,0.000,0.000,0.000,3.637,3.421,2.148,1.354,0.874,0.562,0.388,0.247,0.165,0.112,0.069,0.049,0.033,0.021,0.015,0.010,0.006,0.004,0.003,0.002,0.001,0.001
 98.2,0.002,0.001,0.001,0.000,0.000,4.327,3.938,2.474,1.566,0.994,0.656,0.455,0.288,0.187,0.126,0.080,0.057,0.036,0.024,0.017,0.011,0.007,0.005,0.003,0.002,0.001,0.001
101.8,0.001,0.001,0.001,0.000,0.000,5.112,4.532,2.837,1.810,1.149,0.759,0.504,0.332,0.215,0.145,0.092,0.060,0.040,0.026,0.017,0.012,0.008,0.006,0.003,0.003,0.002,0.002
105.5,0.002,0.001,0.000,0.000,0.000,5.957,5.250,3.208,2.076,1.313,0.859,0.552,0.363,0.242,0.159,0.105,0.067,0.047,0.029,0.019,0.012,0.007,0.006,0.003,0.002,0.002,0.002
109.4,0.002,0.001,0.001,0.000,0.000,6.924,5.956,3.687,2.378,1.504,0.980,0.644,0.413,0.267,0.182,0.123,0.075,0.048,0.036,0.022,0.015,0.009,0.007,0.004,0.003,0.002,0.002
113.4,0.003,0.002,0.001,0.000,0.000,7.976,6.744,4.179,2.709,1.738,1.112,0.732,0.474,0.303,0.196,0.136,0.085,0.054,0.040,0.024,0.016,0.012,0.008,0.005,0.003,0.003,0.002
117.6,0.003,0.001,0.001,0.000,0.000,9.189,7.731,4.789,3.068,1.952,1.247,0.832,0.534,0.337,0.222,0.149,0.095,0.062,0.041,0.026,0.016,0.012,0.009,0.005,0.004,0.002,0.002
121.9,0.003,0.001,0.001,0.000,0.000,10.612,8.729,5.466,3.441,2.208,1.386,0.907,0.573,0.366,0.241,0.156,0.103,0.068,0.046,0.029,0.020,0.011,0.009,0.006,0.004,0.003,0.002
126.3,0.003,0.002,0.001,0.001,0.000,12.030,9.811,6.129,3.865,2.467,1.576,1.018,0.658,0.405,0.278,0.180,0.112,0.071,0.049,0.031,0.022,0.015,0.009,0.007,0.005,0.003,0.002
131.0,0.005,0.002,0.002,0.000,0.000,13.721,11.000,6.894,4.354,2.748,1.723,1.081,0.725,0.448,0.303,0.198,0.130,0.083,0.052,0.036,0.024,0.017,0.009,0.008,0.006,0.005,0.003
135.8,0.005,0.004,0.001,0.001,0.001,15.326,12.294,7.630,4.828,3.007,1.909,1.205,0.803,0.506,0.319,0.208,0.134,0.090,0.057,0.039,0.024,0.016,0.011,0.007,0.005,0.004,0.004
140.7,0.006,0.003,0.002,0.000,0.001,17.105,13.586,8.449,5.341,3.340,2.109,1.324,0.856,0.545,0.361,0.231,0.144,0.094,0.064,0.040,0.026,0.018,0.012,0.009,0.006,0.004,0.003
145.9,0.008,0.003,0.002,0.001,0.000,18.884,14.988,9.313,5.846,3.675,2.291,1.459,0.940,0.590,0.385,0.255,0.146,0.098,0.064,0.042,0.028,0.022,0.012,0.009,0.008,0.004,0.004
151.2,0.007,0.004,0.002,0.000,0.001,20.739,16.698,10.207,6.418,4.023,2.519,1.594,1.010,0.625,0.416,0.266,0.174,0.111,0.074,0.046,0.032,0.023,0.015,0.010,0.005,0.006,0.003
156.8,0.008,0.003,0.002,0.001,0.001,22.630,18.224,11.150,6.909,4.331,2.708,1.686,1.101,0.694,0.432,0.286,0.178,0.122,0.080,0.050,0.034,0.021,0.014,0.011,0.008,0.006,0.006
162.5,0.010,0.006,0.003,0.001,0.001,24.507,19.542,12.098,7.457,4.584,2.923,1.844,1.140,0.732,0.459,0.290,0.192,0.120,0.077,0.052,0.030,0.025,0.017,0.009,0.008,0.006,0.004
168.5,0.013,0.005,0.002,0.003,0.001,26.245,20.877,12.756,7.971,4.847,3.035,1.921,1.248,0.743,0.480,0.301,0.195,0.133,0.082,0.052,0.040,0.025,0.017,0.012,0.009,0.007,0.007
174.7,0.012,0.006,0.004,0.001,0.000,28.085,22.203,13.617,8.380,5.179,3.265,2.015,1.281,0.796,0.495,0.322,0.200,0.128,0.080,0.057,0.037,0.022,0.020,0.012,0.005,0.005,0.005
181.1,0.011,0.006,0.003,0.002,0.002,29.873,23.294,14.249,8.809,5.450,3.392,2.074,1.319,0.819,0.520,0.324,0.222,0.135,0.091,0.058,0.041,0.028,0.017,0.014,0.008,0.008,0.003
187.7,0.014,0.007,0.002,0.002,0.002,31.194,24.444,14.933,9.236,5.593,3.638,2.154,1.398,0.846,0.543,0.345,0.206,0.133,0.084,0.066,0.038,0.028,0.017,0.015,0.010,0.008,0.004
194.6,0.015,0.006,0.003,0.003,0.002,32.348,24.947,15.338,9.447,5.662,3.518,2.202,1.358,0.874,0.521,0.331,0.207,0.136,0.090,0.062,0.039,0.027,0.020,0.012,0.009,0.007,0.005
201.7,0.017,0.008,0.005,0.004,0.002,32.929,25.411,15.619,9.563,5.789,3.594,2.248,1.368,0.852,0.529,0.333,0.223,0.142,0.093,0.061,0.038,0.029,0.022,0.016,0.006,0.006,0.005
209.1,0.016,0.009,0.006,0.003,0.001,33.253,25.518,15.906,9.450,5.852,3.656,2.207,1.351,0.853,0.535,0.327,0.212,0.141,0.090,0.062,0.042,0.023,0.018,0.014,0.009,0.006,0.004
216.7,0.019,0.011,0.005,0.002,0.001,33.200,25.471,15.702,9.541,5.785,3.574,2.156,1.362,0.832,0.505,0.333,0.200,0.130,0.075,0.060,0.039,0.029,0.020,0.012,0.011,0.007,0.005
224.7,0.018,0.008,0.005,0.004,0.001,32.643,25.066,15.356,9.395,5.650,3.455,2.149,1.287,0.829,0.509,0.301,0.212,0.119,0.075,0.056,0.038,0.022,0.016,0.015,0.011,0.008,0.009
232.9,0.019,0.009,0.004,0.004,0.003,32.130,24.184,14.996,9.072,5.358,3.294,1.984,1.219,0.766,0.465,0.273,0.193,0.120,0.082,0.049,0.028,0.026,0.015,0.011,0.011,0.006,0.003
241.4,0.021,0.010,0.006,0.002,0.004,30.696,23.049,14.087,8.753,5.094,3.096,1.838,1.150,0.718,0.446,0.277,0.173,0.117,0.079,0.043,0.032,0.020,0.018,0.013,0.008,0.003,0.005
250.3,0.024,0.011,0.007,0.007,0.002,29.235,21.750,13.193,8.062,4.724,2.856,1.728,1.085,0.662,0.381,0.266,0.144,0.113,0.055,0.043,0.032,0.017,0.012,0.014,0.006,0.008,0.003
259.5,0.016,0.009,0.003,0.003,0.001,27.231,20.400,12.196,7.381,4.342,2.713,1.549,0.977,0.586,0.357,0.223,0.137,0.096,0.055,0.040,0.033,0.019,0.013,0.007,0.007,0.007,0.005
269.0,0.023,0.008,0.005,0.002,0.001,24.791,18.917,11.200,6.736,4.016,2.441,1.385,0.878,0.523,0.334,0.214,0.113,0.076,0.052,0.041,0.019,0.012,0.008,0.007,0.006,0.006,0.003
278.8,0.018,0.009,0.006,0.006,0.003,22.602,16.833,9.836,6.060,3.529,2.119,1.272,0.722,0.460,0.262,0.158,0.104,0.067,0.052,0.026,0.020,0.011,0.011,0.007,0.006,0.005,0.002
289.0,0.016,0.009,0.004,0.002,0.002,20.334,15.016,8.745,5.294,2.974,1.811,1.054,0.665,0.405,0.250,0.143,0.082,0.068,0.031,0.031,0.014,0.013,0.007,0.007,0.004,0.004,0.004
299.6,0.021,0.011,0.003,0.001,0.001,17.810,12.940,7.543,4.328,2.582,1.506,0.873,0.509,0.334,0.191,0.126,0.065,0.048,0.031,0.025,0.011,0.010,0.010,0.004,0.004,0.002,0.000
310.6,0.018,0.008,0.003,0.001,0.000,15.246,11.214,6.485,3.810,2.220,1.335,0.737,0.495,0.256,0.172,0.104,0.057,0.051,0.029,0.023,0.008,0.009,0.004,0.002,0.000,0.004,0.005
322.0,0.007,0.007,0.002,0.001,0.001,13.343,9.548,5.363,3.201,1.831,1.111,0.647,0.364,0.208,0.148,0.090,0.046,0.029,0.013,0.010,0.009,0.002,0.006,0.000,0.005,0.000,0.001
333.8,0.015,0.007,0.003,0.006,0.001,11.191,7.785,4.406,2.598,1.521,0.868,0.511,0.288,0.186,0.103,0.063,0.037,0.021,0.015,0.005,0.009,0.008,0.005,0.004,0.000,0.003,0.003
346.0,0.012,0.001,0.003,0.002,0.001,9.003,6.273,3.690,2.201,1.195,0.754,0.465,0.241,0.158,0.116,0.048,0.030,0.015,0.013,0.007,0.003,0.009,0.004,0.004,0.001,0.000,0.000
358.7,0.008,0.007,0.007,0.005,0.000,7.300,4.967,2.907,1.672,0.904,0.508,0.310,0.182,0.106,0.056,0.037,0.027,0.012,0.010,0.005,0.002,0.002,0.000,0.001,0.000,0.005,0.000
371.8,0.012,0.006,0.004,0.004,0.004,5.752,4.227,2.321,1.359,0.748,0.404,0.270,0.151,0.079,0.035,0.044,0.008,0.008,0.006,0.008,0.004,0.006,0.000,0.002,0.002,0.000,0.000
385.4,0.009,0.002,0.002,0.002,0.002,4.429,3.367,1.808,1.046,0.582,0.375,0.202,0.079,0.073,0.031,0.027,0.015,0.019,0.002,0.002,0.002,0.004,0.000,0.000,0.004,0.002,0.004
399.5,0.002,0.000,0.000,0.000,0.000,3.601,2.462,1.442,0.769,0.452,0.280,0.129,0.080,0.046,0.041,0.013,0.019,0.005,0.005,0.010,0.005,0.002,0.000,0.000,0.002,0.002,0.000
414.2,0.008,0.000,0.000,0.000,0.000,2.755,1.934,1.078,0.572,0.310,0.190,0.099,0.062,0.030,0.030,0.016,0.009,0.006,0.006,0.006,0.000,0.003,0.000,0.000,0.000,0.000,0.000
429.4,0.003,0.003,0.000,0.003,0.000,2.006,1.529,0.864,0.412,0.273,0.134,0.094,0.059,0.046,0.022,0.022,0.012,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
445.1,0.004,0.000,0.000,0.000,0.000,1.646,1.170,0.677,0.409,0.219,0.138,0.079,0.035,0.050,0.014,0.007,0.000,0.004,0.004,0.004,0.004,0.000,0.000,0.000,0.000,0.000,0.000
461.4,0.000,0.000,0.000,0.000,0.000,1.380,0.891,0.537,0.321,0.118,0.060,0.052,0.044,0.020,0.012,0.008,0.000,0.000,0.000,0.004,0.000,0.004,0.000,0.000,0.000,0.000,0.000
478.3,0.000,0.005,0.000,0.000,0.000,1.067,0.702,0.416,0.227,0.123,0.082,0.063,0.023,0.023,0.005,0.005,0.005,0.000,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000
495.8,0.000,0.000,0.005,0.000,0.000,0.805,0.636,0.377,0.199,0.113,0.077,0.036,0.010,0.005,0.026,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
514.0,0.000,0.006,0.000,0.000,0.000,0.752,0.410,0.297,0.144,0.087,0.073,0.035,0.023,0.000,0.000,0.006,0.012,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
532.8,0.000,0.000,0.000,0.000,0.000,0.657,0.390,0.165,0.148,0.099,0.043,0.026,0.020,0.000,0.007,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.007,0.000,0.000
552.3,0.000,0.000,0.000,0.000,0.000,0.438,0.323,0.150,0.091,0.038,0.053,0.045,0.000,0.007,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
572.5,0.000,0.000,0.000,0.000,0.000,0.363,0.217,0.128,0.111,0.034,0.017,0.026,0.009,0.000,0.017,0.000,0.012,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
593.5,0.000,0.000,0.000,0.000,0.000,0.371,0.234,0.106,0.048,0.010,0.010,0.010,0.019,0.000,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
