Sample File,C:\Users\VanceLab\Desktop\VL_CU_SMPS_APS_CADR_20220726\VL_CU_SMPS_CADR_20220726_SmokeOreck_Trial1.S82,
AIM Version,10.3.1.0
Classifier Model,3082       ,Classifier S/N,3082021905001   ,Classifier Firmware Version,2.60
Neutralizer Model,3088,Neutralizer S/N,3088011906004
Impactor (cm),0.071,Impactor S/N,7100764
DMA Model,3081,DMA S/N,3081A1903007
DMA Inner Radius (cm),0.937
DMA Outer Radius (cm),1.961
DMA Characteristic Length (cm),44.369
HV Polarity,NEG,
Detector Model,3750,Detector S/N,3750190603,Nano Enhancer , None
Detector Sample Flow (L/min),1.00,Detector Inlet Flow (L/min),1.00
Reference Gas Viscosity (Pa*s),1.832450e-005
Reference Mean Free Path (m),6.730000e-008
Reference Gas Temperature (K),296.15
Reference Gas Pressure (kPa),101.30
Sutherland Constant (K),110.40
Tube Length (cm),25.40
Tube Diameter (cm),0.48
Channels/Decade,64
Multiple Charge Correction,TRUE
Nanoparticle Agglomerate Mobility Analysis,FALSE
Diffusion Correction,TRUE
Units,Concentration (DW)
Weight,Mass
Sample #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
 20.2,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.002,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 20.9,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.002,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 21.7,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.003,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 22.5,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.003,0.002,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 23.3,0.000,0.000,0.000,0.000,0.000,0.000,0.007,0.004,0.002,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 24.1,0.000,0.000,0.000,0.000,0.000,0.000,0.009,0.005,0.003,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 25.0,0.000,0.000,0.000,0.000,0.000,0.000,0.011,0.006,0.003,0.002,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 25.9,0.000,0.000,0.000,0.000,0.000,0.000,0.012,0.007,0.004,0.002,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 26.9,0.000,0.000,0.000,0.000,0.000,0.000,0.015,0.008,0.004,0.003,0.002,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 27.9,0.000,0.000,0.000,0.000,0.000,0.000,0.018,0.010,0.006,0.003,0.002,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 28.9,0.000,0.000,0.000,0.000,0.000,0.000,0.021,0.012,0.007,0.004,0.003,0.002,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 30.0,0.000,0.000,0.000,0.000,0.000,0.000,0.025,0.014,0.008,0.005,0.003,0.002,0.002,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 31.1,0.000,0.000,0.000,0.000,0.000,0.000,0.030,0.017,0.010,0.006,0.004,0.003,0.002,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 32.2,0.000,0.000,0.000,0.000,0.000,0.000,0.036,0.020,0.012,0.008,0.005,0.004,0.002,0.001,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 33.4,0.000,0.000,0.000,0.000,0.000,0.000,0.043,0.024,0.015,0.009,0.007,0.004,0.003,0.002,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 34.6,0.000,0.000,0.000,0.000,0.000,0.000,0.051,0.029,0.018,0.012,0.008,0.005,0.004,0.003,0.002,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 35.9,0.000,0.000,0.000,0.000,0.000,0.000,0.061,0.035,0.021,0.014,0.009,0.007,0.005,0.003,0.002,0.002,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 37.2,0.000,0.000,0.000,0.000,0.000,0.000,0.072,0.044,0.026,0.018,0.012,0.008,0.005,0.004,0.003,0.002,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 38.5,0.000,0.000,0.000,0.000,0.000,0.001,0.087,0.051,0.031,0.021,0.014,0.010,0.006,0.004,0.003,0.002,0.002,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 40.0,0.000,0.000,0.000,0.000,0.000,0.003,0.101,0.060,0.039,0.026,0.017,0.011,0.008,0.005,0.004,0.003,0.002,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 41.4,0.000,0.000,0.000,0.000,0.000,0.004,0.123,0.071,0.046,0.030,0.021,0.014,0.010,0.007,0.005,0.003,0.002,0.002,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 42.9,0.000,0.000,0.000,0.000,0.000,0.006,0.145,0.086,0.056,0.036,0.025,0.016,0.011,0.008,0.006,0.004,0.003,0.002,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000
 44.5,0.000,0.000,0.000,0.000,0.000,0.006,0.173,0.102,0.067,0.044,0.029,0.020,0.014,0.010,0.007,0.005,0.003,0.002,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000
 46.1,0.000,0.000,0.000,0.000,0.000,0.004,0.203,0.123,0.081,0.053,0.035,0.024,0.016,0.012,0.008,0.006,0.004,0.003,0.002,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000
 47.8,0.000,0.000,0.000,0.000,0.000,0.002,0.240,0.149,0.094,0.062,0.042,0.029,0.021,0.014,0.010,0.007,0.005,0.003,0.002,0.002,0.001,0.001,0.001,0.000,0.000,0.000,0.000
 49.6,0.000,0.000,0.000,0.000,0.000,0.003,0.288,0.179,0.115,0.076,0.052,0.035,0.024,0.017,0.011,0.008,0.005,0.004,0.003,0.002,0.001,0.001,0.001,0.000,0.000,0.000,0.000
 51.4,0.000,0.000,0.000,0.000,0.000,0.008,0.343,0.213,0.136,0.089,0.061,0.041,0.028,0.020,0.013,0.009,0.006,0.004,0.003,0.002,0.001,0.001,0.001,0.000,0.000,0.000,0.000
 53.3,0.000,0.000,0.000,0.000,0.000,0.015,0.411,0.254,0.162,0.107,0.072,0.049,0.035,0.023,0.016,0.011,0.008,0.005,0.004,0.003,0.002,0.001,0.001,0.001,0.000,0.000,0.000
 55.2,0.000,0.000,0.000,0.000,0.000,0.025,0.488,0.302,0.194,0.127,0.087,0.057,0.039,0.027,0.019,0.013,0.009,0.006,0.004,0.003,0.002,0.001,0.001,0.001,0.000,0.000,0.000
 57.3,0.000,0.000,0.000,0.000,0.000,0.040,0.579,0.360,0.233,0.151,0.102,0.070,0.046,0.033,0.022,0.015,0.011,0.007,0.005,0.003,0.002,0.002,0.001,0.001,0.000,0.000,0.000
 59.4,0.000,0.000,0.000,0.000,0.000,0.064,0.707,0.429,0.272,0.181,0.120,0.081,0.056,0.038,0.026,0.018,0.012,0.009,0.005,0.004,0.002,0.002,0.001,0.001,0.001,0.000,0.000
 61.5,0.000,0.000,0.000,0.000,0.000,0.090,0.833,0.502,0.323,0.208,0.142,0.097,0.063,0.045,0.031,0.020,0.014,0.009,0.006,0.004,0.003,0.002,0.001,0.001,0.001,0.000,0.000
 63.8,0.000,0.000,0.000,0.000,0.000,0.128,0.960,0.594,0.380,0.247,0.168,0.114,0.075,0.052,0.036,0.024,0.015,0.011,0.007,0.005,0.003,0.002,0.001,0.001,0.001,0.000,0.000
 66.1,0.000,0.000,0.000,0.000,0.000,0.195,1.135,0.691,0.439,0.285,0.197,0.127,0.086,0.058,0.043,0.027,0.018,0.013,0.008,0.006,0.004,0.002,0.002,0.001,0.001,0.000,0.000
 68.5,0.000,0.000,0.000,0.000,0.000,0.328,1.326,0.811,0.521,0.336,0.225,0.147,0.100,0.070,0.048,0.031,0.020,0.014,0.009,0.006,0.004,0.002,0.002,0.001,0.001,0.001,0.000
 71.0,0.000,0.000,0.000,0.000,0.000,0.416,1.542,0.920,0.583,0.382,0.257,0.168,0.114,0.076,0.051,0.034,0.023,0.016,0.010,0.007,0.004,0.003,0.002,0.002,0.001,0.001,0.000
 73.7,0.000,0.000,0.000,0.000,0.000,0.532,1.725,1.037,0.664,0.430,0.282,0.190,0.130,0.084,0.058,0.038,0.026,0.018,0.012,0.008,0.005,0.003,0.002,0.002,0.001,0.001,0.001
 76.4,0.000,0.000,0.000,0.000,0.000,0.749,1.997,1.204,0.779,0.500,0.332,0.222,0.150,0.098,0.065,0.046,0.030,0.020,0.013,0.008,0.005,0.004,0.003,0.002,0.001,0.001,0.001
 79.1,0.000,0.000,0.000,0.000,0.000,1.003,2.326,1.393,0.889,0.575,0.385,0.251,0.167,0.111,0.075,0.049,0.033,0.023,0.015,0.010,0.006,0.004,0.003,0.002,0.001,0.001,0.001
 82.0,0.000,0.000,0.000,0.000,0.000,1.239,2.677,1.619,1.026,0.656,0.436,0.288,0.191,0.128,0.086,0.057,0.039,0.025,0.016,0.011,0.007,0.004,0.003,0.002,0.001,0.001,0.001
 85.1,0.000,0.000,0.000,0.000,0.000,1.521,3.050,1.824,1.184,0.747,0.498,0.327,0.215,0.144,0.096,0.064,0.042,0.026,0.016,0.013,0.008,0.005,0.004,0.003,0.002,0.001,0.001
 88.2,0.000,0.000,0.000,0.000,0.000,2.010,3.528,2.114,1.351,0.857,0.573,0.372,0.250,0.163,0.104,0.072,0.048,0.029,0.021,0.014,0.009,0.007,0.004,0.003,0.002,0.001,0.001
 91.4,0.000,0.000,0.000,0.000,0.000,2.489,4.037,2.422,1.533,0.981,0.624,0.419,0.274,0.181,0.118,0.080,0.052,0.033,0.022,0.015,0.010,0.006,0.005,0.003,0.002,0.002,0.001
 94.7,0.001,0.000,0.000,0.000,0.000,3.194,4.620,2.752,1.744,1.114,0.728,0.469,0.306,0.204,0.131,0.090,0.059,0.036,0.024,0.016,0.010,0.007,0.005,0.003,0.002,0.002,0.001
 98.2,0.001,0.000,0.000,0.000,0.000,4.173,5.175,3.203,1.993,1.262,0.826,0.530,0.346,0.224,0.146,0.096,0.064,0.041,0.028,0.018,0.012,0.008,0.005,0.004,0.003,0.002,0.001
101.8,0.001,0.000,0.000,0.000,0.000,4.914,6.002,3.633,2.286,1.408,0.918,0.611,0.385,0.245,0.162,0.105,0.071,0.047,0.028,0.018,0.014,0.010,0.006,0.004,0.003,0.002,0.002
105.5,0.001,0.000,0.000,0.000,0.000,5.967,6.662,4.101,2.571,1.600,1.026,0.667,0.430,0.272,0.178,0.123,0.079,0.050,0.035,0.021,0.015,0.010,0.007,0.005,0.003,0.002,0.001
109.4,0.001,0.000,0.000,0.000,0.000,6.824,7.447,4.657,2.885,1.788,1.164,0.738,0.490,0.313,0.201,0.138,0.083,0.056,0.036,0.026,0.016,0.011,0.008,0.005,0.003,0.002,0.002
113.4,0.001,0.001,0.000,0.000,0.000,8.005,8.457,5.182,3.251,2.003,1.267,0.819,0.536,0.339,0.220,0.142,0.092,0.061,0.040,0.028,0.018,0.011,0.007,0.006,0.003,0.003,0.002
117.6,0.001,0.000,0.000,0.000,0.000,9.322,9.457,5.819,3.734,2.230,1.422,0.926,0.580,0.383,0.242,0.158,0.102,0.066,0.045,0.029,0.019,0.011,0.009,0.005,0.005,0.003,0.003
121.9,0.001,0.001,0.000,0.000,0.000,11.023,10.483,6.565,4.046,2.503,1.602,1.026,0.648,0.412,0.267,0.178,0.105,0.070,0.048,0.031,0.020,0.012,0.009,0.007,0.005,0.004,0.002
126.3,0.002,0.001,0.000,0.000,0.000,12.985,11.671,7.221,4.481,2.782,1.758,1.128,0.720,0.446,0.301,0.183,0.124,0.080,0.048,0.036,0.022,0.014,0.011,0.008,0.005,0.005,0.004
131.0,0.001,0.001,0.001,0.000,0.000,14.796,13.025,8.106,4.915,3.087,1.970,1.227,0.795,0.492,0.315,0.197,0.128,0.084,0.051,0.034,0.023,0.016,0.011,0.007,0.007,0.004,0.004
135.8,0.002,0.001,0.001,0.000,0.000,16.551,14.435,8.853,5.488,3.388,2.117,1.336,0.841,0.534,0.344,0.218,0.148,0.094,0.059,0.036,0.026,0.017,0.012,0.009,0.008,0.005,0.004
140.7,0.003,0.001,0.000,0.000,0.000,18.623,15.816,9.727,5.960,3.708,2.323,1.450,0.917,0.572,0.381,0.238,0.142,0.100,0.063,0.043,0.029,0.018,0.011,0.010,0.007,0.005,0.003
145.9,0.004,0.001,0.001,0.001,0.000,20.250,17.055,10.671,6.533,4.038,2.509,1.605,1.009,0.610,0.398,0.260,0.158,0.108,0.068,0.045,0.033,0.021,0.014,0.011,0.006,0.004,0.004
151.2,0.002,0.002,0.001,0.001,0.001,22.257,18.644,11.475,7.100,4.380,2.692,1.714,1.062,0.689,0.429,0.276,0.173,0.114,0.069,0.051,0.035,0.021,0.014,0.008,0.006,0.006,0.004
156.8,0.003,0.003,0.001,0.000,0.001,23.961,19.988,12.331,7.668,4.741,2.913,1.855,1.158,0.735,0.465,0.294,0.177,0.116,0.077,0.049,0.029,0.021,0.012,0.011,0.006,0.005,0.003
162.5,0.003,0.002,0.001,0.001,0.001,26.304,21.679,13.248,8.136,5.060,3.069,1.957,1.225,0.760,0.478,0.295,0.199,0.125,0.075,0.052,0.036,0.023,0.015,0.013,0.008,0.007,0.006
168.5,0.004,0.002,0.002,0.001,0.001,28.105,23.010,13.972,8.629,5.242,3.284,2.050,1.264,0.812,0.512,0.311,0.207,0.129,0.082,0.054,0.035,0.027,0.015,0.013,0.013,0.007,0.006
174.7,0.005,0.002,0.001,0.001,0.001,30.026,24.195,14.895,9.084,5.623,3.487,2.180,1.341,0.848,0.529,0.343,0.208,0.135,0.093,0.055,0.038,0.026,0.019,0.013,0.011,0.007,0.005
181.1,0.005,0.003,0.001,0.001,0.001,31.947,25.596,15.731,9.527,5.870,3.655,2.265,1.386,0.845,0.540,0.338,0.226,0.138,0.086,0.056,0.039,0.027,0.021,0.013,0.008,0.007,0.006
187.7,0.008,0.003,0.002,0.001,0.001,33.261,26.646,16.454,9.836,6.135,3.737,2.296,1.432,0.913,0.565,0.342,0.220,0.145,0.083,0.062,0.040,0.026,0.017,0.014,0.009,0.008,0.006
194.6,0.005,0.004,0.002,0.002,0.000,34.570,27.422,16.861,9.998,6.237,3.875,2.347,1.476,0.919,0.564,0.361,0.227,0.142,0.096,0.061,0.037,0.025,0.020,0.012,0.010,0.008,0.007
201.7,0.007,0.004,0.002,0.003,0.002,35.471,27.996,17.032,10.301,6.298,3.941,2.404,1.458,0.906,0.557,0.361,0.215,0.138,0.082,0.053,0.046,0.026,0.021,0.012,0.010,0.007,0.005
209.1,0.009,0.003,0.003,0.002,0.001,35.936,28.235,17.100,10.302,6.363,3.875,2.365,1.488,0.909,0.526,0.352,0.211,0.142,0.078,0.056,0.040,0.028,0.016,0.011,0.010,0.008,0.007
216.7,0.009,0.006,0.002,0.002,0.002,36.267,28.217,17.158,10.379,6.250,3.840,2.358,1.472,0.880,0.510,0.325,0.209,0.137,0.083,0.047,0.037,0.026,0.022,0.013,0.004,0.007,0.006
224.7,0.007,0.002,0.003,0.003,0.002,35.696,27.944,16.803,10.149,6.160,3.740,2.304,1.360,0.870,0.509,0.333,0.194,0.122,0.085,0.051,0.035,0.023,0.014,0.016,0.011,0.005,0.006
232.9,0.007,0.005,0.001,0.002,0.001,35.215,27.278,16.524,9.928,5.924,3.623,2.181,1.292,0.790,0.512,0.287,0.184,0.120,0.073,0.051,0.032,0.018,0.015,0.010,0.011,0.005,0.006
241.4,0.009,0.006,0.003,0.004,0.001,34.095,26.434,15.906,9.454,5.747,3.438,2.034,1.237,0.736,0.453,0.283,0.165,0.119,0.067,0.049,0.028,0.020,0.018,0.016,0.010,0.008,0.007
250.3,0.007,0.003,0.001,0.003,0.001,32.607,24.867,14.935,8.925,5.327,3.205,1.894,1.150,0.678,0.416,0.249,0.157,0.086,0.063,0.037,0.030,0.024,0.016,0.009,0.008,0.007,0.006
259.5,0.008,0.005,0.001,0.001,0.001,30.392,23.356,14.035,8.285,4.851,2.927,1.743,1.020,0.616,0.378,0.225,0.152,0.092,0.053,0.038,0.024,0.017,0.013,0.008,0.009,0.008,0.004
269.0,0.009,0.003,0.001,0.000,0.001,28.249,21.406,13.022,7.514,4.455,2.645,1.555,0.961,0.541,0.320,0.208,0.109,0.083,0.049,0.038,0.019,0.016,0.008,0.004,0.003,0.005,0.001
278.8,0.007,0.001,0.004,0.003,0.000,25.771,19.503,11.509,6.647,3.935,2.314,1.323,0.819,0.497,0.289,0.168,0.103,0.074,0.035,0.028,0.018,0.017,0.006,0.007,0.002,0.004,0.001
289.0,0.005,0.004,0.001,0.001,0.001,23.042,17.401,10.110,5.810,3.558,2.020,1.186,0.734,0.420,0.262,0.159,0.092,0.046,0.031,0.033,0.015,0.013,0.007,0.008,0.006,0.007,0.001
299.6,0.005,0.003,0.001,0.003,0.002,20.423,15.276,8.763,5.089,2.947,1.696,0.975,0.631,0.386,0.184,0.140,0.088,0.057,0.030,0.014,0.015,0.014,0.013,0.003,0.003,0.005,0.002
310.6,0.003,0.001,0.002,0.001,0.002,17.503,13.043,7.521,4.374,2.558,1.478,0.807,0.490,0.274,0.159,0.098,0.053,0.033,0.018,0.016,0.009,0.010,0.007,0.004,0.003,0.004,0.001
322.0,0.011,0.005,0.000,0.001,0.000,14.866,11.166,6.174,3.692,2.072,1.173,0.691,0.422,0.244,0.127,0.089,0.054,0.030,0.024,0.013,0.008,0.005,0.008,0.002,0.002,0.004,0.002
333.8,0.000,0.005,0.000,0.003,0.001,12.290,9.100,5.086,2.895,1.736,0.923,0.504,0.288,0.163,0.128,0.077,0.052,0.022,0.021,0.009,0.004,0.004,0.003,0.008,0.003,0.003,0.000
346.0,0.002,0.003,0.000,0.000,0.000,10.151,7.442,4.234,2.363,1.355,0.774,0.460,0.280,0.123,0.091,0.051,0.032,0.023,0.015,0.016,0.004,0.003,0.006,0.001,0.003,0.003,0.000
358.7,0.004,0.003,0.000,0.000,0.002,7.993,6.029,3.215,1.761,1.153,0.588,0.367,0.189,0.105,0.061,0.057,0.020,0.013,0.008,0.007,0.003,0.007,0.005,0.002,0.003,0.003,0.002
371.8,0.001,0.002,0.000,0.000,0.000,6.375,4.595,2.694,1.464,0.839,0.482,0.255,0.146,0.075,0.047,0.042,0.015,0.015,0.004,0.006,0.000,0.000,0.004,0.002,0.004,0.000,0.002
385.4,0.000,0.002,0.002,0.000,0.002,5.050,3.556,1.991,1.157,0.610,0.313,0.207,0.089,0.064,0.023,0.022,0.020,0.017,0.009,0.002,0.000,0.004,0.000,0.000,0.000,0.007,0.000
399.5,0.007,0.000,0.000,0.002,0.002,3.614,2.718,1.432,0.813,0.554,0.241,0.153,0.083,0.039,0.034,0.017,0.013,0.002,0.005,0.000,0.002,0.002,0.000,0.000,0.000,0.002,0.000
414.2,0.000,0.000,0.006,0.003,0.003,2.932,1.837,1.055,0.605,0.306,0.204,0.083,0.052,0.027,0.028,0.022,0.005,0.003,0.008,0.008,0.003,0.000,0.006,0.000,0.000,0.003,0.000
429.4,0.011,0.000,0.000,0.003,0.000,2.256,1.447,0.917,0.441,0.262,0.167,0.082,0.036,0.008,0.016,0.013,0.006,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000
445.1,0.004,0.000,0.000,0.000,0.000,1.716,1.168,0.630,0.308,0.216,0.127,0.071,0.028,0.021,0.007,0.004,0.004,0.007,0.007,0.000,0.011,0.000,0.004,0.000,0.000,0.000,0.000
461.4,0.007,0.004,0.000,0.004,0.000,1.227,0.931,0.486,0.244,0.107,0.082,0.061,0.024,0.020,0.000,0.012,0.008,0.000,0.004,0.004,0.004,0.000,0.000,0.000,0.000,0.000,0.000
478.3,0.001,0.000,0.000,0.000,0.000,0.929,0.470,0.350,0.151,0.146,0.069,0.027,0.009,0.014,0.005,0.000,0.005,0.000,0.005,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.000
495.8,0.000,0.000,0.000,0.000,0.000,0.629,0.445,0.289,0.103,0.093,0.031,0.021,0.005,0.010,0.000,0.000,0.000,0.000,0.000,0.005,0.005,0.000,0.000,0.000,0.000,0.000,0.000
514.0,0.000,0.000,0.000,0.000,0.000,0.478,0.260,0.210,0.100,0.052,0.016,0.006,0.035,0.000,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000
532.8,0.000,0.000,0.000,0.000,0.000,0.348,0.287,0.121,0.060,0.046,0.015,0.007,0.013,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
552.3,0.008,0.000,0.000,0.000,0.000,0.271,0.136,0.166,0.106,0.015,0.037,0.008,0.008,0.008,0.008,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
572.5,0.009,0.000,0.000,0.000,0.000,0.177,0.151,0.069,0.051,0.017,0.034,0.009,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
593.5,0.010,0.000,0.000,0.000,0.000,0.216,0.138,0.039,0.048,0.019,0.000,0.010,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
