Sample File,C:\Users\VanceLab\Desktop\VL_CU_SMPS_APS_CADR_20220705\VL_CU_APS_CADR_20220705_SCAN3.A21
Sample Time,155
Density,1
Stokes Correction,off
Lower Channel Bound,0.486968
Upper Channel Bound,20.5353
Sample #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
1.037,0.000187356,6.97493e-005,3.64868e-005,1.71403e-005,8.1459e-006,0.00505504,0.0156525,0.015941,0.015269,0.0148193,0.0141803,0.0135241,0.013035,0.0125199,0.011988,0.0114329,0.0109856,0.0105562,0.0101343,0.00981055,0.00939171,0.0089912,0.00871119,0.00826775,0.0079246,0.00757942,0.00594447
1.114,0.000189535,7.66565e-005,3.51693e-005,1.36887e-005,8.2132e-006,0.00556076,0.0171325,0.0173937,0.0167301,0.0161493,0.0153922,0.0146064,0.0140321,0.0134869,0.0128937,0.012348,0.011839,0.0112169,0.0108576,0.0103396,0.0099723,0.00954711,0.00914003,0.00864829,0.00826648,0.00791352,0.00624182
1.197,0.000181628,6.97765e-005,3.24056e-005,1.82935e-005,7.57872e-006,0.00581157,0.018324,0.0186416,0.0178429,0.0170111,0.0161259,0.0154865,0.0149306,0.0140894,0.0135565,0.0128467,0.0122407,0.0117656,0.0112202,0.0106525,0.0102731,0.00970337,0.00923375,0.00876623,0.00842571,0.00803161,0.00626865
1.286,0.000169609,6.71302e-005,3.21058e-005,1.36206e-005,6.48601e-006,0.006343,0.0197879,0.0198352,0.0190244,0.0181025,0.0169762,0.0163,0.0156825,0.0145974,0.0141583,0.0133304,0.0126892,0.0121334,0.0114935,0.0110447,0.0104032,0.00992425,0.00941769,0.00891567,0.00844965,0.0080339,0.00620549
1.382,0.000171036,7.28411e-005,3.2195e-005,1.2878e-005,6.03655e-006,0.0069698,0.0218334,0.0220853,0.0209062,0.0197154,0.0188328,0.0177503,0.016784,0.0159437,0.0151727,0.0143642,0.0136933,0.0128152,0.0123315,0.0114546,0.0108916,0.0103788,0.0098424,0.0093313,0.00861215,0.00825559,0.00644664
1.486,0.000173291,7.04153e-005,3.04633e-005,1.59808e-005,5.49339e-006,0.00760285,0.0239377,0.023687,0.0225324,0.0213798,0.0200519,0.0187609,0.0175883,0.0168337,0.0159014,0.0150009,0.0141495,0.0132426,0.0125419,0.0117509,0.0111561,0.0105298,0.0098067,0.00941068,0.00884586,0.00823659,0.00637433
1.596,0.000177861,6.50709e-005,2.9127e-005,1.7972e-005,9.91557e-006,0.0086377,0.026971,0.0267163,0.0249817,0.0237379,0.0221514,0.0205971,0.0192418,0.0182422,0.0170616,0.0159889,0.0151268,0.0140553,0.013202,0.0123914,0.0118212,0.0109908,0.0102787,0.00971354,0.00892463,0.0083706,0.00655605
1.715,0.000211485,8.69013e-005,3.38377e-005,1.53808e-005,3.84519e-006,0.00990521,0.030833,0.0307446,0.0287036,0.0271263,0.0249484,0.0232888,0.0217961,0.0204433,0.0190491,0.0175248,0.0164828,0.0154723,0.0143564,0.0134305,0.0123461,0.0117417,0.0108803,0.0102351,0.00945994,0.00890238,0.00696056
1.843,0.000184185,7.53919e-005,2.95842e-005,1.81322e-005,3.81731e-006,0.00980668,0.0302952,0.0297808,0.0284848,0.0266057,0.0242371,0.022734,0.0210935,0.0195847,0.0183546,0.0168143,0.0157111,0.0145993,0.0135095,0.0123271,0.0114672,0.0107343,0.00993647,0.0091396,0.00855651,0.00786844,0.005976
1.981,0.00019185,5.56603e-005,2.84223e-005,1.30269e-005,4.73705e-006,0.0108703,0.0336366,0.0327283,0.0304154,0.0285336,0.0257364,0.0238285,0.0221718,0.0200768,0.0187303,0.0173411,0.0160053,0.014705,0.0134035,0.0123767,0.0116366,0.0105328,0.00988859,0.00901223,0.00819746,0.0075473,0.00574604
2.129,0.000174882,6.76014e-005,2.93919e-005,1.17568e-005,2.93919e-006,0.0117832,0.0364474,0.0349029,0.0322047,0.0292567,0.0264806,0.0244217,0.0223467,0.0200071,0.0187344,0.0171134,0.015566,0.0142051,0.0131059,0.0117377,0.0108985,0.00985217,0.00914235,0.00819887,0.00749788,0.00697617,0.00533904
2.288,0.000102126,4.19446e-005,1.64131e-005,1.27657e-005,5.47103e-006,0.0115402,0.0355836,0.0344912,0.0310973,0.0281995,0.0251047,0.0227577,0.0204088,0.0186088,0.0169894,0.0153335,0.0137779,0.0123135,0.0112995,0.0103111,0.00944482,0.00866246,0.00779986,0.00706857,0.00630262,0.00566616,0.00424187
2.458,9.9575e-005,2.48938e-005,2.26307e-006,0,0,0.0116503,0.0354374,0.0329525,0.0298454,0.0271048,0.023554,0.0209017,0.0192202,0.0172446,0.0153866,0.0140152,0.0124378,0.0111366,0.0101453,0.00883728,0.00812894,0.00699967,0.00626191,0.0057844,0.00504891,0.0044673,0.00346702
2.642,3.08916e-005,1.96583e-005,1.685e-005,0,2.80833e-006,0.0114439,0.0358427,0.0331776,0.0291729,0.0260079,0.0227671,0.0198633,0.018153,0.0154879,0.0141203,0.0123791,0.0109356,0.00977579,0.00848957,0.00734097,0.00670348,0.00568686,0.00495951,0.00432763,0.00376878,0.00349356,0.00238708
2.839,2.78797e-005,6.96992e-006,3.48496e-006,0,0,0.0111623,0.0339331,0.0315668,0.02758,0.0246003,0.0206344,0.0173865,0.015536,0.0134032,0.0115143,0.0101761,0.00875073,0.0077157,0.00677476,0.00552715,0.00500789,0.00419938,0.00374285,0.0030807,0.00262417,0.00247781,0.00163793
3.051,8.64924e-006,1.29739e-005,4.32462e-006,4.32462e-006,0,0.0104353,0.0306313,0.028949,0.02398,0.0211085,0.0174888,0.0153481,0.0129306,0.0106688,0.00967417,0.00812596,0.00701453,0.00572147,0.00518954,0.00395703,0.00344672,0.00301858,0.00259477,0.00235259,0.00163471,0.00154389,0.00104223
3.278,5.36658e-006,0,5.36658e-006,0,0,0.0102716,0.0292693,0.0264412,0.0225933,0.0193519,0.0157348,0.013234,0.0114738,0.00926272,0.00822697,0.00678873,0.00568858,0.0045133,0.00367074,0.00320385,0.00272622,0.00213053,0.0018944,0.00164217,0.00118065,0.00113772,0.000767421
3.523,2.66384e-005,1.33192e-005,1.33192e-005,0,0,0.0104356,0.030714,0.0264852,0.0218435,0.0184138,0.014458,0.0125001,0.00996941,0.00809807,0.00729892,0.00578053,0.0046151,0.0038559,0.00327652,0.00268382,0.00215771,0.00180475,0.00161828,0.00122537,0.00111215,0.00082579,0.000526108
3.786,1.65283e-005,0,0,0,8.26414e-006,0.00923931,0.0258998,0.0219744,0.0186356,0.0162969,0.0121483,0.00956161,0.00865256,0.00649562,0.00537169,0.00419818,0.00371886,0.00309079,0.00226437,0.00193381,0.00157845,0.00128094,0.00104955,0.000859471,0.000809886,0.000661131,0.000545433
4.068,0,0,1.02553e-005,0,0,0.00842985,0.0249409,0.0211156,0.0169622,0.0142651,0.0103886,0.008235,0.00693257,0.00518918,0.00395854,0.00316888,0.00247152,0.00233821,0.00167161,0.00124089,0.00106655,0.000953742,0.00071787,0.000676849,0.000502509,0.000276893,0.000276893
4.371,0,0,0,0,0,0.00805567,0.0226908,0.0186438,0.0144824,0.0112499,0.00790295,0.00629945,0.00489958,0.00417418,0.00307973,0.00208709,0.00197256,0.0013108,0.000903558,0.00100537,0.000738118,0.000725392,0.000318154,0.000394511,0.000369059,0.000254523,0.000178166
4.698,1.57924e-005,1.57924e-005,1.57924e-005,0,0,0.00721712,0.0209565,0.0169768,0.0118443,0.00911221,0.00649067,0.00462717,0.00349012,0.00300055,0.0020688,0.00168979,0.00120022,0.000931751,0.000789619,0.000600111,0.00039481,0.000315848,0.000379017,0.000205301,0.000252678,0.000157924,9.47543e-005
5.048,0,0,0,0,0,0.00646713,0.0193818,0.0149332,0.0100339,0.0074666,0.00391947,0.00358632,0.00266524,0.00168537,0.00156779,0.00133262,0.000842687,0.000587921,0.000607518,0.000391947,0.000450739,0.000215571,0.000254766,9.79868e-005,0.000195974,0.000176376,9.79868e-005
5.425,0,0,0,0,0,0.00566635,0.0170477,0.0122325,0.00909535,0.00732005,0.00408561,0.0026751,0.0021644,0.0015321,0.00116732,0.000753892,0.000462063,0.000583659,0.000632297,0.000486382,0.000218872,0.000218872,0.000121596,9.72764e-005,0.000145915,7.29573e-005,9.72764e-005
5.829,0,0,0,0,0,0.00543213,0.0148176,0.0113773,0.00784641,0.0049191,0.00377231,0.00259535,0.00181071,0.0015391,0.000844998,0.000513035,0.000543213,0.000241428,0.000482856,0.000150893,0.000241428,0.000150893,0.000150893,3.01785e-005,3.01785e-005,0.000150893,6.0357e-005
6.264,0,3.74496e-005,0,0,0,0.00456886,0.0134444,0.00992416,0.00524295,0.00355772,0.00280872,0.00116094,0.00112349,0.00123584,0.000411946,0.000337047,0.000561745,0.000112349,0.000224698,0.000149799,7.48993e-005,0.000262148,3.74496e-005,3.74496e-005,0,0.000112349,7.48993e-005
6.732,0,4.64727e-005,0,0,0,0.005112,0.0120829,0.00817919,0.00580909,0.00339251,0.00227716,0.00158007,0.0010224,0.000604145,0.000650618,0.000325309,0.000464727,0.000185891,9.29454e-005,0.000139418,0.000139418,4.64727e-005,4.64727e-005,0,0,0,0
7.234,0,0,0,0,0,0.00369086,0.00940016,0.00640134,0.00374853,0.0024798,0.00161475,0.00121106,0.000461358,0.000461358,0.000230679,0.000403688,0.000115339,0.000115339,0,0.000230679,0.000230679,0,0.000115339,0,5.76697e-005,5.76697e-005,0
7.774,0,0,0,0,0,0.00336353,0.0076574,0.00465169,0.00300571,0.00157442,0.00078721,0.000715645,0.000715645,0.000214694,0.000500952,0.000143129,0,7.15645e-005,0,0,7.15645e-005,0.000143129,0.000143129,0,0,0,0
8.354,0,0,0,0,0,0.00195376,0.00595008,0.0037299,0.00195376,0.000976878,0.000976878,0.000266421,0.000266421,0.000266421,8.88071e-005,0,8.88071e-005,8.88071e-005,0,0,0,0,8.88071e-005,0,0,0,0
8.977,0,0,0,0,0,0.00187347,0.00495918,0.00286531,0.000881633,0.000881633,0.000881633,0,0.000110204,0.000110204,0.000110204,0.000110204,0,0,0,0,0,0,0,0,0,0,0
9.647,0,0,0,0,0,0.00164108,0.00300864,0.00136756,0.000957295,0.000410269,0.000273513,0.000136756,0,0,0,0,0,0,0.000136756,0.000136756,0,0,0,0,0,0,0
10.37,0,0,0,0,0,0.000678825,0.0027153,0.00152736,0,0.000678825,0.000509119,0,0,0,0.000169706,0,0,0,0,0,0,0,0,0,0,0,0
11.14,0,0,0,0,0,0.00042119,0.00147416,0.000631785,0,0,0.00042119,0.000210595,0,0,0,0,0,0,0.000210595,0,0,0,0,0,0,0,0
11.97,0,0,0,0,0,0.00052267,0.00156801,0.000261335,0.000261335,0,0,0.000261335,0,0,0,0,0.000261335,0,0,0,0,0,0,0,0,0,0
12.86,0,0,0,0,0,0.000324301,0.000648601,0.000648601,0.000324301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.82,0,0,0,0,0,0,0.000804874,0.000402437,0.000402437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.86,0,0,0,0,0,0,0.000998798,0.000499399,0.000499399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000499399
15.96,0,0,0,0,0,0.000619723,0,0,0,0,0.000619723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Event 1,4373,2002,929,472,239,100013,307018,314732,305207,297575,288326,280015,271869,263376,256419,246374,241340,233146,226883,221225,214148,208226,200635,195601,189396,185176,145329
Event 3,15,2,0,0,0,10152,63904,69052,62478,57696,52422,47754,43916,39890,37647,33450,31268,28363,25849,24237,22276,20508,18829,17208,15997,15205,9480
Event 4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dead Time,78,33,15,7,3,2428,7558,7906,7508,7208,6830,6529,6238,5942,5741,5420,5216,4974,4761,4574,4389,4214,4027,3867,3709,3585,2792
Inlet Pressure,828.5,828.5,829.1,828.5,828.8,828.8,828.8,828.5,828.5,828.8,828.8,829.3,828.8,829.6,828.2,828.8,828.8,829.3,827.9,827.9,827.6,829.3,828.5,827,827.6,828.2,827.9
Total Flow,4.96,4.97,4.97,4.97,4.96,4.96,4.96,4.96,4.96,4.97,4.96,4.96,4.97,4.96,4.97,4.96,4.96,4.96,4.97,4.97,4.96,4.96,4.96,4.96,4.96,4.97,4.96
Sheath Flow,3.98,3.98,3.99,4,3.99,3.98,3.99,3.98,3.96,3.99,3.97,3.98,3.98,3.98,3.99,3.97,3.98,3.99,3.97,3.97,3.96,3.97,3.98,3.99,3.98,3.98,3.97
Analog Input Voltage 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Analog Input Voltage 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Input Level 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Input Level 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Input Level 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laser Power,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
Laser Current,41.8,41.8,41.8,41.8,41.8,41.8,41.8,41.8,41.8,41.8,41.8,41.9,41.8,41.8,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9
Sheath Pump Voltage,2.718,2.728,2.728,2.721,2.714,2.721,2.728,2.716,2.737,2.729,2.729,2.732,2.748,2.749,2.713,2.723,2.722,2.738,2.714,2.732,2.742,2.749,2.732,2.707,2.72,2.727,2.721
Total Pump Voltage,2.874,2.88,2.873,2.876,2.876,2.874,2.876,2.874,2.873,2.877,2.874,2.873,2.872,2.873,2.874,2.872,2.869,2.869,2.869,2.869,2.875,2.873,2.873,2.875,2.874,2.872,2.874
Box Temperature,31.1,31.2,31.3,31.3,31.4,31.4,31.6,31.6,31.6,31.7,31.6,31.6,31.6,31.6,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.8,31.8,31.8,31.7,31.8
Avalanch Photo Diode Temperature,27,27,27,27,27,27,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5
Avalanch Photo Diode Voltage,230,230,230,230,230,230,230,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231
Status Flags,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000
Median(µm),1.32767,1.35351,1.30878,1.25405,1.18346,2.51024,2.44031,2.27542,2.13989,2.04941,1.95048,1.87506,1.82252,1.76097,1.72219,1.67849,1.64073,1.60183,1.56955,1.53192,1.50659,1.47588,1.44967,1.42441,1.39845,1.37916,1.36711
Mean(µm),1.44978,1.74563,1.55442,1.35341,1.42638,3.08008,2.98552,2.73203,2.51889,2.36948,2.26217,2.12674,2.0494,1.97858,1.92287,1.85766,1.82204,1.76199,1.73847,1.69236,1.6601,1.62532,1.60034,1.55784,1.53552,1.51839,1.55469
Geo. Mean(µm),1.32816,1.44143,1.36896,1.25815,1.26818,2.51381,2.44988,2.27295,2.12573,2.02545,1.93084,1.84514,1.79076,1.73483,1.69188,1.64572,1.61298,1.57217,1.54771,1.51287,1.48898,1.46171,1.44046,1.41279,1.39195,1.37642,1.37478
Mode(µm),1.71544,1.71544,1.03663,1.19709,0.964662,2.12875,2.12875,2.12875,2.12875,2.12875,2.12875,2.12875,2.12875,1.71544,1.71544,1.71544,1.71544,1.71544,1.71544,1.71544,1.71544,1.71544,1.71544,1.71544,1.71544,1.71544,1.71544
Geo. Std. Dev.,1.51591,1.75895,1.62468,1.4688,1.59088,1.89711,1.87711,1.8338,1.78796,1.75266,1.74171,1.7013,1.68132,1.6678,1.65486,1.6346,1.63107,1.6106,1.61063,1.59866,1.58865,1.57921,1.57382,1.5547,1.5529,1.55103,1.58367
Total Conc.(mg/m³),0.00328176,0.00140864,0.000624438,0.000270407,0.000131026,0.263797,0.78713,0.718328,0.626484,0.560996,0.491373,0.440922,0.402972,0.365385,0.337513,0.307781,0.284633,0.261782,0.24349,0.224319,0.21026,0.19523,0.182615,0.169993,0.15817,0.148932,0.115309
