Sample File,C:\Users\VanceLab\Desktop\VL_CU_SMPS_APS_CADR_20220718\VL_CU_APS_CADR_Background2_SCAN4.A21
Sample Time,155
Density,1
Stokes Correction,off
Lower Channel Bound,0.486968
Upper Channel Bound,20.5353
Sample #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
1.197,3.13496e-007,3.13496e-007,0,0,0,7.93145e-005,0.00012289,0.000103454,7.9628e-005,7.8374e-005,7.9001e-005,6.48936e-005,6.05047e-005,5.70563e-005,5.42348e-005,5.10998e-005,5.20403e-005,4.57704e-005,4.32624e-005,3.6052e-005,4.23219e-005,4.35759e-005,3.51115e-005,3.38576e-005,3.35441e-005
1.286,3.89029e-007,0,0,0,0,8.83096e-005,0.000108928,0.000111262,9.10328e-005,7.46936e-005,7.46936e-005,7.11923e-005,6.14666e-005,5.60202e-005,5.60202e-005,4.16261e-005,4.007e-005,5.25189e-005,3.9681e-005,4.62944e-005,3.46236e-005,3.54016e-005,3.46236e-005,3.77358e-005,3.11223e-005
1.382,1.44828e-006,4.82761e-007,0,0,0,9.0759e-005,0.000126966,0.000108138,0.00010138,8.40004e-005,8.20693e-005,7.67589e-005,6.32416e-005,5.98623e-005,5.88968e-005,5.69658e-005,4.92416e-005,4.92416e-005,3.81381e-005,3.81381e-005,3.62071e-005,4.20002e-005,3.33105e-005,3.37932e-005,2.60691e-005
1.486,5.99076e-007,0,0,0,0,9.04604e-005,0.000150967,0.000100645,0.000106036,8.98614e-005,9.16586e-005,8.02762e-005,7.18891e-005,5.93085e-005,6.41011e-005,5.09214e-005,4.79261e-005,5.45159e-005,4.43316e-005,4.55298e-005,4.07372e-005,3.77418e-005,4.37325e-005,3.35482e-005,3.89399e-005
1.596,0,0,0,0,0,0.000130841,0.000147196,0.00012415,0.000105565,9.96177e-005,8.02889e-005,7.28548e-005,7.80587e-005,5.35259e-005,6.54206e-005,5.50128e-005,6.02167e-005,5.20391e-005,4.31181e-005,4.31181e-005,3.19669e-005,4.8322e-005,3.79142e-005,3.71708e-005,3.04801e-005
1.715,9.22533e-007,0,0,0,0,0.000142993,0.000172514,0.000167901,0.000130077,9.8711e-005,0.000107936,8.11829e-005,8.57956e-005,8.3028e-005,7.19576e-005,5.81196e-005,6.08872e-005,6.919e-005,5.7197e-005,5.16618e-005,4.88942e-005,4.88942e-005,4.1514e-005,2.85985e-005,5.44294e-005
1.843,1.14481e-006,0,0,1.14481e-006,0,0.000194617,0.000220948,0.000186603,0.000171721,0.000128218,0.000152259,0.000122494,9.04397e-005,0.000106467,8.47156e-005,7.78468e-005,7.21228e-005,7.78468e-005,7.21228e-005,7.21228e-005,7.32676e-005,7.0978e-005,5.72403e-005,6.52539e-005,5.03715e-005
1.981,0,1.42063e-006,0,0,0,0.00026992,0.000294071,0.000237246,0.000205992,0.000171897,0.000163373,0.000140643,0.000129278,0.000142063,0.000109389,0.000103706,0.000102286,9.37618e-005,8.09761e-005,9.37618e-005,8.23967e-005,6.81904e-005,6.9611e-005,8.23967e-005,5.39841e-005
2.129,0,0,0,0,0,0.000317325,0.000352583,0.000303222,0.000218602,0.000218602,0.000208024,0.000193921,0.000174529,0.000158663,0.000142796,0.000128693,0.000104012,0.000112827,0.000116353,9.51975e-005,0.000130456,0.000105775,0.00011459,7.93313e-005,8.99088e-005
2.288,0,0,0,0,0,0.000317212,0.000441909,0.000308461,0.00032815,0.000212204,0.000203453,0.000181577,0.000192515,0.000170638,0.000175014,0.000113759,0.000144386,0.000120322,0.000155325,0.00012251,0.00010282,8.96945e-005,0.000109383,8.96945e-005,8.09438e-005
2.458,0,0,0,0,0,0.000323057,0.000377352,0.000363778,0.000249758,0.000249758,0.000162886,0.000203607,0.000200892,0.00017646,0.000173745,0.000198178,0.000165601,0.000133023,0.000122164,0.000116735,0.000108591,0.000143882,0.00011402,8.14429e-005,0.000116735
2.642,0,0,0,0,0,0.00023582,0.000306565,0.000232451,0.000266139,0.000165074,0.000114541,0.000158336,0.000144861,0.000158336,0.000161705,0.000144861,9.43278e-005,0.000121279,0.000101066,9.43278e-005,6.06393e-005,0.000104434,7.41147e-005,8.75901e-005,8.42213e-005
2.839,0,0,0,0,0,0.000179763,0.000209027,0.000125416,0.000133777,9.19718e-005,0.000104513,8.77912e-005,0.000108694,6.2708e-005,9.19718e-005,0.000104513,6.68886e-005,7.94302e-005,3.76248e-005,6.2708e-005,3.76248e-005,4.18053e-005,2.50832e-005,4.59859e-005,5.01664e-005
3.051,0,0,0,0,0,8.30045e-005,0.00014007,5.18778e-005,6.22534e-005,4.66901e-005,5.18778e-005,1.55634e-005,2.59389e-005,4.66901e-005,2.07511e-005,1.55634e-005,2.59389e-005,2.07511e-005,1.03756e-005,1.55634e-005,1.55634e-005,1.55634e-005,2.07511e-005,2.59389e-005,1.03756e-005
3.278,0,0,0,0,0,2.57509e-005,5.15017e-005,6.43772e-005,3.86263e-005,3.21886e-005,3.21886e-005,0,1.28754e-005,1.93132e-005,2.57509e-005,1.28754e-005,1.28754e-005,0,0,0,0,1.93132e-005,0,1.28754e-005,6.43772e-006
3.523,0,0,0,0,0,1.59776e-005,3.19552e-005,2.39664e-005,4.79328e-005,2.39664e-005,2.39664e-005,1.59776e-005,1.59776e-005,1.59776e-005,1.59776e-005,7.98881e-006,7.98881e-006,7.98881e-006,7.98881e-006,7.98881e-006,0,0,7.98881e-006,0,7.98881e-006
3.786,0,0,0,0,0,1.98272e-005,5.94817e-005,2.97408e-005,4.95681e-005,4.95681e-005,9.91361e-006,9.91361e-006,0,9.91361e-006,9.91361e-006,1.98272e-005,0,3.96544e-005,9.91361e-006,9.91361e-006,0,9.91361e-006,0,0,0
4.068,0,0,0,0,0,4.92087e-005,2.46044e-005,7.38131e-005,1.23022e-005,2.46044e-005,2.46044e-005,1.23022e-005,3.69065e-005,1.23022e-005,4.92087e-005,0,2.46044e-005,0,1.23022e-005,4.92087e-005,1.23022e-005,0,0,2.46044e-005,2.46044e-005
4.371,0,0,0,0,0,0.000106864,3.05325e-005,3.05325e-005,1.52662e-005,1.52662e-005,4.57987e-005,0,0,0,3.05325e-005,1.52662e-005,0,0,1.52662e-005,0,1.52662e-005,0,0,0,0
4.698,0,0,0,0,0,3.78889e-005,1.89444e-005,1.89444e-005,7.57778e-005,7.57778e-005,0,1.89444e-005,3.78889e-005,3.78889e-005,1.89444e-005,0,1.89444e-005,1.89444e-005,0,1.89444e-005,0,1.89444e-005,0,1.89444e-005,0
5.048,0,0,0,0,0,0.000117544,4.70177e-005,2.35089e-005,0,2.35089e-005,7.05266e-005,2.35089e-005,4.70177e-005,0,2.35089e-005,0,0,4.70177e-005,0,0,2.35089e-005,0,0,2.35089e-005,2.35089e-005
5.425,0,0,0,0,0,0.000175038,5.83461e-005,0.000116692,0,5.83461e-005,0,5.83461e-005,2.9173e-005,0,0,0,0,2.9173e-005,2.9173e-005,0,2.9173e-005,0,0,0,5.83461e-005
5.829,0,0,0,0,0,0.000144808,0.000144808,3.62019e-005,3.62019e-005,3.62019e-005,3.62019e-005,0,3.62019e-005,7.24039e-005,0,3.62019e-005,0,3.62019e-005,0,0,3.62019e-005,3.62019e-005,0,0,0
6.264,0,0,0,0,0,4.49243e-005,4.49243e-005,8.98487e-005,0,8.98487e-005,8.98487e-005,4.49243e-005,4.49243e-005,0,0,0,0,0,0,0,4.49243e-005,0,0,0,0
6.732,0,0,0,0,0,0.000111497,0,0.000111497,0,0,0,5.57483e-005,0,5.57483e-005,0,0.000111497,0,5.57483e-005,5.57483e-005,0,5.57483e-005,0,0,0,0
7.234,0,0,0,0,0,6.91802e-005,6.91802e-005,0,0,0,6.91802e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.774,0,0,0,0,0,0,0,0,0,0,0,0,8.58483e-005,0,0,0,8.58483e-005,0,0,0,0,0,0,0,0
8.354,0,0,0,0,0,0.000106532,0,0,0,0.000106532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000482761,0,0,0,0,0,0
14.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Event 1,12939,5786,2681,1231,582,610598,856970,768874,716406,675810,639440,609505,586752,562770,545307,524684,509299,494372,480815,465192,453933,442802,430522,418839,408300
Event 3,1,0,1,0,0,13877,16684,13462,11347,10077,9007,7955,7152,6620,6239,5900,5080,4960,4461,4258,4059,3802,3379,3236,3047
Event 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dead Time,41,18,8,3,1,2172,3038,2694,2484,2316,2178,2060,1961,1873,1797,1726,1660,1601,1546,1493,1444,1402,1358,1314,1273
Inlet Pressure,826.7,827,826.4,826.1,826.4,827,826.7,827.6,826.1,827.9,826.4,825.8,826.1,826.7,825.8,825.8,825.8,826.1,826.1,825.8,826.1,825.2,825.8,827.3,825.2
Total Flow,4.96,4.96,4.96,4.97,4.97,4.96,4.97,4.96,4.96,4.96,4.97,4.96,4.97,4.96,4.97,4.97,4.97,4.96,4.97,4.97,4.97,4.96,4.96,4.97,4.97
Sheath Flow,4.01,4,3.95,4.01,3.99,3.98,3.97,3.98,3.98,3.99,4,3.97,3.96,3.99,4.01,4.01,4.01,3.99,3.96,3.97,4,3.95,3.94,3.97,3.98
Analog Input Voltage 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Analog Input Voltage 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Input Level 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Input Level 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Input Level 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laser Power,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
Laser Current,42,42,42,42,42,42,42,42,42,42.1,42,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1
Sheath Pump Voltage,2.746,2.743,2.741,2.749,2.76,2.749,2.743,2.738,2.743,2.753,2.746,2.742,2.741,2.748,2.743,2.743,2.738,2.745,2.727,2.75,2.748,2.74,2.742,2.762,2.734
Total Pump Voltage,2.862,2.865,2.866,2.862,2.86,2.863,2.864,2.863,2.861,2.859,2.86,2.862,2.861,2.864,2.856,2.862,2.861,2.864,2.861,2.858,2.86,2.859,2.863,2.859,2.862
Box Temperature,31.2,31.2,31.2,31.4,31.4,31.7,31.6,31.4,31.6,31.7,31.6,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.6,31.7,31.7,31.7,31.8,31.8
Avalanch Photo Diode Temperature,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,28,28,28,28,28,28,28,28,28,28,28,28,28
Avalanch Photo Diode Voltage,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231
Status Flags,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000
Median(µm),0.615566,0.615193,0.601915,0.627305,0.627507,1.12721,0.838573,0.801453,0.776978,0.777512,0.768507,0.743124,0.764412,0.745404,0.746814,0.740483,0.731221,0.74798,0.801108,0.72284,0.734657,0.723356,0.707904,0.718119,0.732373
Mean(µm),0.704787,0.724057,0.62623,0.836912,0.661,1.9071,1.48285,1.47888,1.2989,1.50947,1.41266,1.31751,1.44736,1.32357,1.25498,1.35399,1.29574,1.37461,2.82955,1.17194,1.3916,1.20539,1.08829,1.17904,1.27484
Geo. Mean(µm),0.672653,0.681628,0.620725,0.750392,0.650318,1.3429,1.13324,1.1121,1.04238,1.09914,1.06178,1.01805,1.07252,1.02357,1.00881,1.02745,0.993201,1.04146,1.36868,0.957909,1.02813,0.97084,0.9179,0.955133,1.00022
Mode(µm),0.542469,0.542469,0.542469,0.582942,0.542469,0.542469,0.542469,0.542469,0.542469,0.542469,0.542469,0.542469,0.542469,0.542469,0.542469,0.542469,0.542469,0.542469,0.542469,0.542469,0.542469,0.542469,0.542469,0.542469,0.542469
Geo. Std. Dev.,1.31911,1.36156,1.13862,1.53045,1.19207,2.23993,2.0029,2.02413,1.88277,2.07081,1.99754,1.93052,2.02815,1.93494,1.86838,1.96795,1.92226,1.98019,2.88277,1.81356,2.01417,1.84357,1.73563,1.82768,1.9054
Total Conc.(mg/m³),0.000160237,7.1254e-005,2.98988e-005,1.55349e-005,7.14133e-006,0.0117859,0.015361,0.0136031,0.0120576,0.0111924,0.0103995,0.00963398,0.00929774,0.0087497,0.00828485,0.00791027,0.0074909,0.00731968,0.00733293,0.00658498,0.00643589,0.00618051,0.00585652,0.00570948,0.00553255
